Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD
02-06-2015,224.221,128057,468759,210342,47589591154,3.29E+17,2.567,234154735,0.0325,0.0224,9.6,2519,106.245,271030,20.626,0.493
03-06-2015,226.123,127458,471771,205703,47589591154,3.55E+17,2.275,247037476,0.032,0.0226,10.141,2503,85.82,252042,20.581,0.506
04-06-2015,225.462,118205,432548,192952,47589591154,3.31E+17,2.409,228411807,0.0321,0.0225,10.213,2378,77.833,236357,20.565,0.476
05-06-2015,224.648,110063,421808,182841,47589591154,3.43E+17,2.267,245898550,0.0325,0.0225,10.435,3009,103.966,236970,20.557,0.46
06-06-2015,225.153,92518,287410,171337,47589591154,3.68E+17,2.733,177687221,0.0347,0.0225,8.09,2611,100.988,237632,20.545,0.32
07-06-2015,224.866,83478,356071,149459,47589591154,3.93E+17,2.139,159412333,0.0349,0.0225,9.664,2666,64.398,235676,20.552,0.347
08-06-2015,226.036,108016,372176,158691,47589591154,3.48E+17,2.561,195425954,0.0363,0.0226,9.172,2371,77.56,222782,20.59,0.441
09-06-2015,229.474,121487,419535,194212,47589591154,3.71E+17,2.344,242561892,0.0335,0.0229,9.536,2420,115.141,236130,20.609,0.468
10-06-2015,229.253,131110,490404,215214,47589591154,3.74E+17,2.599,239396139,0.0351,0.0229,8.521,2304,106.217,306739,20.62,0.474
11-06-2015,229.8,120489,459109,197362,47589591154,3.85E+17,2.026,236128392,0.0333,0.023,10.667,2428,100.642,243268,20.633,0.515
12-06-2015,230.569,126803,479125,195296,47589591154,3.22E+17,2.559,254127410,0.0334,0.0231,10.141,2494,92.659,261237,20.627,0.515
13-06-2015,230.832,105684,375065,176234,47589591154,3.56E+17,2.592,187037081,0.0369,0.0231,9.057,2315,79.412,247477,20.642,0.424
14-06-2015,233.557,102888,406924,181890,49124063328,3.85E+17,2.253,235623787,0.0363,0.0234,9.73,3002,64.657,265099,20.645,0.431
15-06-2015,235.626,129245,512849,219124,49692386355,3.64E+17,2.343,308368837,0.0362,0.0236,10,2815,91.012,285309,20.633,0.55
16-06-2015,241.816,121423,573693,193914,49692386355,3.23E+17,2.222,377514416,0.0401,0.0242,12.203,3758,101.152,250064,20.664,0.678
17-06-2015,250.867,132964,511154,225794,49692386355,3.28E+17,3.035,410075090,0.0442,0.0251,9.114,3566,126.211,289748,20.663,0.591
18-06-2015,248.304,124773,484335,197515,49692386355,3.88E+17,2.513,318035462,0.0544,0.0248,9.231,2918,109.892,240615,20.656,0.697
19-06-2015,247.452,125075,515826,195454,49692386355,3.88E+17,2.363,370134020,0.054,0.0247,9.796,3658,83.052,248069,20.81,0.738
20-06-2015,243.001,101878,440109,173555,49692386355,3.45E+17,2.368,226181094,0.0367,0.0243,10.746,2668,75.267,240680,20.849,0.457
21-06-2015,243.39,96530,459770,164560,49692386355,3.18E+17,2.385,187386042,0.0355,0.0243,11.613,2479,62.666,257418,20.849,0.453
22-06-2015,245.632,119192,589155,177302,49692386355,3.44E+17,2.749,251854178,0.0575,0.0246,9.412,2317,85.673,209934,20.816,0.726
23-06-2015,245.012,125420,521540,210762,49692386355,3.59E+17,2.401,261163972,0.0366,0.0245,10.286,2259,71.499,270073,20.828,0.533
24-06-2015,243.214,112937,385482,187834,49692386355,3.77E+17,2.523,257325667,0.0352,0.0243,9.231,2474,70.355,229199,20.828,0.418
25-06-2015,242.511,111316,358747,154872,49692386355,3.76E+17,2.463,206820947,0.0364,0.0243,9.474,2082,68.443,203345,20.832,0.438
26-06-2015,242.731,116278,416795,206710,49692386355,3.83E+17,2.452,339403846,0.0379,0.0243,9.351,3171,80.325,256306,20.832,0.47
27-06-2015,246.389,105875,485325,195858,49692386355,3.38E+17,2.364,289619884,0.039,0.0246,11.163,2938,61.935,273447,20.845,0.517
28-06-2015,249.74,99004,412655,169504,49490567919,3.46E+17,2.553,190685512,0.0388,0.025,10.213,2061,68.625,242109,20.862,0.435
29-06-2015,252.903,124040,487031,197030,49402014931,3.36E+17,2.648,308263040,0.0381,0.0253,10.286,2704,116.419,246196,20.81,0.532
30-06-2015,262.642,155724,598351,223089,49402014931,3.56E+17,2.699,397095089,0.0505,0.0263,9.931,2807,213.26,280811,20.799,0.82
01-07-2015,260.055,143977,634389,209025,49402014931,3.63E+17,2.436,295600129,0.0384,0.026,10.667,2388,85.796,267891,20.817,0.627
02-07-2015,257.569,141999,476853,226716,49402014931,3.40E+17,2.938,310296166,0.0441,0.0258,9.351,2421,136.223,276497,20.836,0.628
03-07-2015,256.101,129558,430182,208149,49402014931,3.96E+17,2.617,293845935,0.0451,0.0256,8.944,2454,100.549,267584,20.78,0.564
04-07-2015,257.741,104430,388004,177276,49402014931,3.71E+17,2.65,222354803,0.044,0.0258,9.474,2267,64.802,251749,20.788,0.468
05-07-2015,264.51,114942,442136,196544,49402014931,3.77E+17,2.506,279961725,0.0482,0.0265,10.141,2708,157.536,272051,20.78,0.587
06-07-2015,271.941,173889,507676,247289,49402014931,3.99E+17,3.105,376736516,0.0557,0.0541,7.956,2371,138.021,287795,20.833,0.781
07-07-2015,267.655,190613,768931,242223,49402014931,3.65E+17,2.488,307521862,0.0608,0.0535,10.746,1828,134.29,283673,20.845,1.276
08-07-2015,268.562,201586,737068,243903,49402014931,3.70E+17,2.959,316993630,0.0677,0.0537,8.944,1685,150.737,286530,20.843,1.247
09-07-2015,269.981,191030,744650,226482,49402014931,3.63E+17,2.504,334922407,0.0568,0.027,10.827,1865,95.974,283452,20.816,1.195
10-07-2015,281.268,192866,644364,225631,49402014931,3.51E+17,3.119,476079845,0.0545,0.0281,9.351,2663,62.953,289735,20.851,0.962
11-07-2015,291.386,186052,746400,214027,49650905000,3.84E+17,2.837,335434777,0.0606,0.0291,9.73,1990,46.596,287238,20.835,1.036
12-07-2015,304.274,208550,776777,203769,51076366303,3.58E+17,2.904,354082241,0.0647,0.0304,10.667,1839,12.873,284313,20.785,1.298
13-07-2015,293.763,159547,717845,196288,51076366303,3.50E+17,3.13,368456414,0.0594,0.0294,9.73,2468,40.582,254591,20.827,0.865
14-07-2015,290.261,122474,715924,188513,51076366303,3.77E+17,2.795,344291096,0.0692,0.0337,10,3081,99.464,255129,20.807,0.805
15-07-2015,290.258,115417,662717,183370,51076366303,3.72E+17,3.002,324653210,0.0657,0.029,9.412,3193,91.77,231269,20.808,0.679
16-07-2015,282.262,114253,699283,173548,51076366303,3.67E+17,2.599,365910393,0.0677,0.0282,10.746,3423,100.965,243088,20.886,0.812
17-07-2015,277.177,116759,676519,159162,51076366303,3.59E+17,2.856,294389790,0.0571,0.0277,9.796,2949,67.196,222743,20.931,0.651
18-07-2015,277.466,130546,654575,148976,51076366303,3.94E+17,2.656,222350372,0.0926,0.0277,9.664,1888,21.602,230088,20.919,1.157
19-07-2015,274.834,120735,639831,164901,51076366303,3.81E+17,2.758,183986939,0.0447,0.0275,9.474,1658,18.328,263213,20.903,0.515
20-07-2015,276.116,125102,438947,194745,51076366303,3.80E+17,2.861,254088488,0.0884,0.0276,9.231,2203,67.731,248768,20.906,1.018
21-07-2015,278.551,133658,535387,208339,51076366303,3.59E+17,2.481,264908588,0.0535,0.0279,11.339,2194,54.738,236628,20.91,0.803
22-07-2015,276.546,131105,463006,202140,51076366303,3.60E+17,2.98,252217407,0.0577,0.0277,9.351,2232,64.012,0,0,0.707
23-07-2015,277.064,109480,401285,178077,51076366303,3.83E+17,2.552,258582908,0.0673,0.0277,10.286,2873,105.1,0,0,0.755
24-07-2015,282.729,109749,376211,181685,51076366303,3.93E+17,3.055,303854092,0.06,0.0283,8.521,3143,100.234,0,0,0.549
25-07-2015,288.564,100390,354624,156118,51607092413,4.13E+17,2.702,194624925,0.0582,0.0289,9.351,2185,63.596,0,20.909,0.524
26-07-2015,290.788,92632,433689,171441,52278304846,3.78E+17,2.788,151515822,0.0665,0.0291,10,1860,76.529,0,20.906,0.586
27-07-2015,291.318,115077,532022,188594,52278304846,3.91E+17,2.796,253751745,0.0793,0.0291,9.664,2534,99.471,0,20.943,0.835
28-07-2015,294.087,118214,574385,193839,52278304846,3.85E+17,2.62,317019994,0.0694,0.0294,10.588,2974,99.073,258879,20.959,0.815
29-07-2015,290.804,143048,840141,224015,52278304846,3.65E+17,3.057,281015511,0.0793,0.0414,9.474,2287,110.169,270476,20.96,1.017
30-07-2015,287.751,122807,777019,191778,52278304846,3.72E+17,2.618,264453265,0.0793,0.032,10.827,2402,108.501,246547,20.927,1.007
31-07-2015,284.668,147352,756014,207830,52278304846,3.64E+17,2.98,252395069,0.0729,0.0302,9.536,1961,95.867,271001,20.933,0.991
01-08-2015,280.98,147326,729761,195605,52278304846,4.18E+17,2.625,195700567,0.0623,0.0281,9.29,1502,53.549,267062,20.93,0.837
02-08-2015,280.317,103449,428099,169080,52278304846,4.07E+17,2.612,157002521,0.0564,0.028,9.536,1827,48.114,260292,20.933,0.549
03-08-2015,282.591,119687,454890,187709,52278304846,3.80E+17,2.94,236692000,0.064,0.0283,9.172,2436,72.779,247772,20.948,0.686
04-08-2015,283.586,132411,797497,207723,52278304846,4.04E+17,2.41,279608583,0.0754,0.0369,10.588,2510,129.195,260149,20.826,1.025
05-08-2015,282.593,133625,800884,212918,52278304846,3.18E+17,2.982,311212640,0.0717,0.0334,10.827,2627,123.216,280613,20.768,1.01
06-08-2015,279.109,134695,785084,200510,52278304846,3.71E+17,2.719,285849207,0.0768,0.0522,10.07,2395,81.601,257987,20.673,1.027
07-08-2015,278.091,111208,498118,182624,52278304846,3.81E+17,2.517,273180661,0.0627,0.0278,10.511,2792,98.181,248898,20.686,0.727
08-08-2015,272.542,101351,350327,175152,52516565208,3.86E+17,2.859,284038183,0.0603,0.0273,8.944,3305,70.7,251314,20.57,0.554
09-08-2015,263.326,90392,368472,153077,52699842409,3.76E+17,2.497,304340010,0.0554,0.0263,10.141,3577,70.711,240857,20.929,0.533
10-08-2015,264.516,116674,450323,187590,52699842409,4.17E+17,2.667,291533429,0.0648,0.0265,8.623,2817,97.62,253842,21.176,0.681
11-08-2015,265.458,114579,410333,184256,52699842409,4.53E+17,2.387,279834024,0.0604,0.0265,8.889,2720,104.25,236213,21.175,0.641
12-08-2015,267.668,117772,503121,193423,52699842409,3.61E+17,2.355,324791822,0.0582,0.0268,11.429,3045,97.851,246215,21.163,0.807
13-08-2015,264.053,117360,443967,187027,52699842409,3.69E+17,2.646,329519859,0.0555,0.0264,9.796,3299,78,237969,21.148,0.668
14-08-2015,264.837,111113,433286,185039,52699842409,3.79E+17,2.495,326334964,0.0578,0.0265,10.141,3289,80.466,236280,21.102,0.68
15-08-2015,264.722,94807,391396,168314,52699842409,3.58E+17,2.545,255227625,0.0573,0.0265,10.511,2886,62.346,236800,21.068,0.597
16-08-2015,258.969,89360,378500,161898,52699842409,3.70E+17,2.429,259540760,0.0549,0.0259,10.435,3165,80.013,246539,21.039,0.547
17-08-2015,257.854,114902,425285,190800,52699842409,3.59E+17,2.657,354416601,0.0527,0.0258,9.796,3408,108.44,245985,21.032,0.636
18-08-2015,253.79,119657,479285,201878,52699842409,3.82E+17,2.358,430134279,0.0543,0.0254,10.213,3874,111.296,267354,20.954,0.722
19-08-2015,231.748,119995,414354,197616,52699842409,4.00E+17,2.276,355771460,0.0467,0.0232,9.231,3159,102.556,259630,20.934,0.617
20-08-2015,232.887,118080,407357,188207,52699842409,4.13E+17,2.129,322216031,0.0508,0.0233,9.6,3129,100.942,239574,20.915,0.684
21-08-2015,233.452,113627,365962,198258,52699842409,3.92E+17,2.467,305414630,0.0477,0.0233,8.727,2974,82.089,243537,20.854,0.56
22-08-2015,229.848,105507,378159,198996,54207364887,4.34E+17,2.105,270948410,0.0488,0.023,9.114,2795,58.619,268182,20.809,0.565
23-08-2015,229.287,94395,408694,172518,54256630328,3.90E+17,1.982,219891004,0.0502,0.0229,10.746,2492,60.678,258445,20.788,0.614
24-08-2015,219.892,125213,464513,202258,54256630328,4.03E+17,2.128,414219597,0.046,0.022,9.29,3585,92.561,274246,20.777,0.673
25-08-2015,213.673,121838,485966,195643,54256630328,4.03E+17,1.804,408223039,0.0443,0.0214,10.667,3628,95.281,254062,20.816,0.743
26-08-2015,225.249,122691,384667,191896,54256630328,3.93E+17,2.324,316868568,0.0462,0.0225,8.944,2924,85.958,255606,20.791,0.622
27-08-2015,225.623,119942,438508,190851,54256630328,4.07E+17,1.913,311185331,0.0449,0.0226,10.511,2823,86.861,243773,20.81,0.693
28-08-2015,227.685,120230,412922,196400,54256630328,3.91E+17,2.269,339275041,0.0463,0.0228,9.29,3170,93.071,266678,20.738,0.628
29-08-2015,230.117,107329,350965,177332,54256630328,4.42E+17,2.093,198080716,0.0458,0.023,9,2107,59.507,198452,20.722,0.532
30-08-2015,229.659,98189,372025,171728,54256630328,4.14E+17,2.089,159189886,0.0456,0.023,9.6,1826,70.795,256675,20.713,0.518
31-08-2015,228.792,127103,454204,193498,54256630328,4.30E+17,2.102,257052012,0.0496,0.0229,9.172,2334,76.852,265807,20.78,0.698
01-09-2015,228.197,130256,451761,202829,54256630328,3.96E+17,2.232,287290996,0.0443,0.0228,9.351,2498,80.966,276332,20.769,0.653
02-09-2015,228.016,149906,755611,209018,54256630328,4.27E+17,2.164,283972295,0.082,0.0456,9,2142,157.627,258552,20.769,1.331
03-09-2015,227.614,128536,494615,202182,54256630328,4.09E+17,2.048,246668958,0.0495,0.0228,9.863,2162,87.814,267320,20.782,0.761
04-09-2015,229.058,103817,355384,172468,55936109548,4.30E+17,2.09,228817438,0.0553,0.0229,9.231,2437,84.001,222824,20.759,0.64
05-09-2015,231.934,124071,448335,198115,56957648455,4.34E+17,1.978,186765854,0.0521,0.0232,9.796,1699,40.338,288585,20.758,0.753
06-09-2015,239.717,106149,411236,173768,56957648455,4.28E+17,2.027,207607354,0.0494,0.024,10,2160,59.806,264468,20.729,0.605
07-09-2015,240.53,125315,477495,197111,56957648455,3.98E+17,2.316,218750816,0.057,0.0241,9.474,1967,76.555,140941,20.693,0.777
08-09-2015,243.394,125243,692200,204064,56957648455,4.09E+17,2.037,305922639,0.0498,0.0243,10.588,2719,98.809,293553,20.69,0.749
09-09-2015,240.462,126308,728272,194220,56957648455,3.97E+17,2.271,279535617,0.0517,0.024,9.664,2481,106.895,0,20.675,0.725
10-09-2015,238.539,124780,698554,184297,56957648455,4.69E+17,2.19,293604920,0.0531,0.0239,8.421,2614,85.45,216913,20.616,0.647
11-09-2015,239.916,179844,697999,199609,56957648455,4.78E+17,2,255312070,0.0508,0.024,9.114,1618,27.27,266605,20.623,0.956
12-09-2015,238.114,137605,662048,173325,56957648455,4.14E+17,1.96,164185116,0.0503,0.0238,10.667,1375,34.27,252935,20.623,0.855
13-09-2015,232.617,145897,623311,185953,56957648455,3.93E+17,2.251,174473445,0.0404,0.0233,9.536,1344,18.351,287980,20.622,0.668
14-09-2015,230.218,166563,742510,207081,56957648455,4.60E+17,1.917,262117296,0.0432,0.023,9.474,1743,30.079,267943,20.605,0.816
15-09-2015,230.152,162839,697698,216751,56957648455,4.32E+17,2.145,264448820,0.0408,0.023,9,1854,39.88,280742,20.535,0.718
16-09-2015,228.705,167127,675766,204261,56957648455,4.46E+17,1.833,271792713,0.0357,0.0229,10.141,1961,30.494,251552,20.527,0.731
17-09-2015,230.686,259135,705185,212283,57320908602,3.92E+17,2.135,249123391,0.0241,0.00997,10,1166,0.0917,265938,20.503,0.748
18-09-2015,233.043,161357,556663,208411,59335351234,4.31E+17,2,251145404,0.0367,0.0233,9.796,1852,35.358,287802,20.504,0.687
19-09-2015,231.588,114726,469180,180880,59335351234,4.03E+17,1.809,220761000,0.0439,0.0232,11.52,2198,59.52,243952,20.47,0.692
20-09-2015,230.94,109030,479156,185455,59335351234,3.64E+17,2.045,179909915,0.045,0.0231,11.25,1937,61.996,291520,20.479,0.661
21-09-2015,228.015,131547,602299,208338,59335351234,3.93E+17,1.93,308687596,0.0499,0.0228,10.909,2809,82.014,286941,20.507,0.865
22-09-2015,228.689,136627,486225,221889,59335351234,4.40E+17,2.056,309272235,0.0466,0.0229,9.172,2574,100.984,320302,20.498,0.705
23-09-2015,230.404,131242,459698,202801,59335351234,4.53E+17,2.02,255071389,0.0448,0.023,9.114,2209,99.52,254016,20.441,0.643
24-09-2015,232.239,125227,487626,201278,59335351234,4.34E+17,1.884,246711986,0.045,0.0232,10.286,2249,110.16,252278,20.388,0.69
25-09-2015,235.295,128002,428757,204545,59335351234,4.59E+17,2.115,286742174,0.0499,0.0235,8.78,2501,106.67,261082,20.373,0.658
26-09-2015,234.051,115475,437635,185660,59335351234,4.72E+17,1.835,213713828,0.0507,0.0234,9.796,2066,74.749,279719,20.366,0.676
27-09-2015,233.409,108600,441979,185635,59335351234,4.29E+17,2.038,154318601,0.0473,0.0233,9.664,1622,76.111,277147,20.362,0.588
28-09-2015,237.125,138427,514635,207556,59335351234,4.08E+17,2.093,304943073,0.045,0.0237,10.07,2562,118.082,265014,20.355,0.731
29-09-2015,237.937,140490,464658,227744,59335351234,4.88E+17,2.133,348787391,0.0464,0.0238,8.276,2926,125.514,306444,20.393,0.626
30-09-2015,236.866,139700,513978,215541,59335351234,4.78E+17,1.847,284487765,0.0454,0.0237,9.73,2404,109.67,291756,20.447,0.72
01-10-2015,236.899,134178,457153,205660,59999898066,4.51E+17,1.973,329546553,0.0509,0.0237,9.664,2779,127.828,255850,20.437,0.769
02-10-2015,237.726,139608,527956,212062,60813224039,3.96E+17,2.084,360564180,0.0441,0.0238,10.435,2925,112.467,270433,20.368,0.746
03-10-2015,238.381,119422,392669,176198,60813224039,4.40E+17,1.973,211100862,0.0433,0.0238,9.931,1995,78.666,230497,20.229,0.595
04-10-2015,238.794,103378,372622,176209,60813224039,4.67E+17,1.968,185454035,0.0447,0.0239,9.412,2023,80.727,279852,20.221,0.504
05-10-2015,238.724,125395,423173,183865,60813224039,4.60E+17,1.997,292003861,0.0445,0.0239,9.412,2614,102.943,261212,20.216,0.607
06-10-2015,243.136,144368,542565,198990,60813224039,4.45E+17,1.953,370258635,0.0435,0.0243,10.141,2935,123.107,281952,20.22,0.722
07-10-2015,245.262,134798,686417,206830,60813224039,4.16E+17,1.977,326571639,0.0454,0.0245,10.827,2693,110.704,272851,20.205,0.746
08-10-2015,243.701,140208,658143,221079,60813224039,4.16E+17,2.064,447743688,0.0467,0.0244,10.286,3501,101.672,279973,20.265,0.763
09-10-2015,243.629,114518,594973,172614,60813224039,4.22E+17,1.834,288548301,0.0491,0.0244,11.429,2911,98.981,227575,20.256,0.729
10-10-2015,244.579,126845,632549,203290,60813224039,4.11E+17,2.392,268774963,0.0478,0.0245,9,2293,61.227,298456,20.246,0.617
11-10-2015,245.811,104404,541092,168019,60813224039,4.82E+17,1.871,221725734,0.0456,0.0246,9.863,2283,82.801,268328,20.241,0.528
12-10-2015,246.638,134268,575017,191258,60813224039,4.33E+17,2.036,313056898,0.0468,0.0247,10.141,2573,110.788,281796,20.186,0.713
13-10-2015,247.404,134741,555114,195127,60813224039,4.17E+17,2.048,382750609,0.0458,0.0247,10.511,3058,92.739,269120,20.178,0.724
14-10-2015,251.284,141833,526043,212492,60813224039,4.50E+17,2.137,391563118,0.0481,0.0251,9.474,2997,109.421,273778,20.172,0.71
15-10-2015,254.488,153329,538007,258199,60848950070,4.77E+17,2.227,459364365,0.0471,0.0254,8.675,3326,126.479,329952,20.204,0.68
16-10-2015,259.868,143142,577883,231858,60883825480,4.76E+17,1.981,445818759,0.0515,0.026,10,3338,118.993,293889,20.231,0.782
17-10-2015,269.135,135775,599697,239500,60883825480,4.16E+17,2.215,381805922,0.0535,0.0269,10.588,3077,86.587,335462,20.246,0.789
18-10-2015,266.726,119561,532592,204044,60883825480,4.25E+17,2.291,267461436,0.051,0.0267,9.931,2374,80.996,298466,20.22,0.628
19-10-2015,263.775,143804,510448,233128,60883825480,4.85E+17,2.259,354600773,0.0519,0.0264,8.727,2714,120.157,312628,20.173,0.682
20-10-2015,267.214,146221,689271,248038,60883825480,4.28E+17,2.019,380160503,0.0578,0.0267,11.25,2918,109.959,353073,20.199,0.98
21-10-2015,268.111,150055,565209,243690,60883825480,4.12E+17,2.359,339787270,0.0507,0.0268,10,2490,107.948,317857,20.197,0.784
22-10-2015,271.908,147254,546652,241016,60883825480,4.77E+17,2.125,384437736,0.0543,0.0272,9.73,2862,123.089,312702,20.083,0.789
23-10-2015,276.61,143319,555595,236407,60883825480,4.42E+17,2.347,353505786,0.0555,0.0277,9.664,2749,93.728,315436,20.078,0.766
24-10-2015,279.731,139983,525314,247569,60883825480,4.42E+17,2.31,345328671,0.0537,0.028,9.931,2660,66.411,342672,20.029,0.737
25-10-2015,289.505,131333,527163,227099,60883825480,4.67E+17,2.419,378579568,0.0547,0.029,9.29,3045,91.195,335149,20.018,0.637
26-10-2015,284.408,116236,477347,217307,60883825480,4.63E+17,2.534,409140495,0.0652,0.0284,8.78,3762,117.283,345648,20.059,0.647
27-10-2015,292.005,153593,546525,243035,60883825480,4.79E+17,2.259,490665135,0.0552,0.0292,9.796,3430,119.085,316923,20.062,0.785
28-10-2015,301.252,160036,592710,240736,60883825480,4.34E+17,2.432,514997992,0.0567,0.0301,10.36,3730,115.107,305227,19.945,0.86
29-10-2015,309.563,160911,591579,243375,62045283044,4.33E+17,2.724,682086068,0.0653,0.031,9.536,4407,110.48,344468,19.942,0.892
30-10-2015,324.762,166524,517493,257720,62253982450,4.99E+17,2.803,770837416,0.0625,0.0325,8.421,4834,132.333,342132,19.845,0.745
31-10-2015,321.941,155253,540178,254743,62253982450,5.09E+17,2.343,553939347,0.0592,0.0322,9.796,3703,89.62,327124,19.83,0.771
01-11-2015,316.359,152335,541861,248908,62253982450,4.68E+17,2.602,508642960,0.0568,0.0316,9.412,3453,116.382,333188,19.803,0.711
02-11-2015,335.738,171955,625748,262075,62253982450,4.74E+17,2.736,793712775,0.065,0.0336,9.412,4806,120.05,341701,19.866,0.863
03-11-2015,384.145,186207,683519,308742,62253982450,4.92E+17,3.052,1300267009,0.0708,0.0384,9.29,7077,159.407,389890,19.949,0.879
04-11-2015,449.287,204043,784045,338440,62253982450,4.71E+17,3.739,4833933978,0.0989,0.0449,9.29,22854,204.537,431681,20.016,1.147
05-11-2015,401.566,182663,729894,292391,62253982450,4.61E+17,3.207,1352586731,0.075,0.0402,9.863,8108,164.033,381636,20.069,0.927
06-11-2015,372.194,166748,657974,287604,62253982450,4.51E+17,3.02,988957571,0.0721,0.0372,9.931,6076,133.084,377212,20.111,0.885
07-11-2015,383.625,151345,536049,248815,62253982450,4.75E+17,3.089,794389041,0.0654,0.0384,9.474,5682,86.653,313685,20.061,0.675
08-11-2015,382.2,132411,547932,221247,62253982450,4.53E+17,2.952,701212257,0.0677,0.0382,10.36,5452,96.225,347065,20.006,0.671
09-11-2015,374.932,159687,623417,261625,62253982450,4.28E+17,3.287,1093904476,0.0695,0.0375,9.664,7158,110.696,366012,19.905,0.789
10-11-2015,365.764,161816,606729,255561,62253982450,4.73E+17,2.843,1026993984,0.066,0.0366,9.863,6569,122.202,335929,19.801,0.794
11-11-2015,315.768,158761,524454,256844,64200880178,5.16E+17,2.585,1033561402,0.0556,0.0316,8.571,7091,123.168,342220,19.796,0.662
12-11-2015,327.694,157686,524544,257472,65848255180,5.16E+17,2.573,919838184,0.0535,0.0328,8.944,6240,133.822,331450,19.692,0.637
13-11-2015,333.683,154667,493215,248302,65848255180,5.26E+17,2.552,905489513,0.0553,0.0334,9,6138,126.871,313316,19.7,0.637
14-11-2015,333.448,150332,541735,258133,65848255180,5.01E+17,2.38,983223869,0.0543,0.0333,10.141,6842,96.933,355196,19.683,0.685
15-11-2015,328.106,143209,498311,249798,65848255180,4.85E+17,2.721,668964502,0.0527,0.0328,9,4910,107.244,377039,19.679,0.573
16-11-2015,322.131,158143,521369,256017,65848255180,5.66E+17,2.478,805482107,0.0566,0.0322,8.324,5408,130.201,332050,19.939,0.639
17-11-2015,334.502,156539,557522,245491,65848255180,5.58E+17,2.249,596866019,0.0562,0.0335,9.664,4086,114.316,319795,19.821,0.702
18-11-2015,333.66,165116,598325,262339,65848255180,4.45E+17,2.888,559167918,0.0553,0.0334,9.412,3630,113.063,363465,19.897,0.711
19-11-2015,330.832,154347,609788,250497,65848255180,4.93E+17,2.298,632586145,0.0552,0.0331,10.588,4384,105.242,315157,19.904,0.752
20-11-2015,319.889,155607,505249,251604,65848255180,5.01E+17,2.682,667858503,0.0529,0.032,8.623,4562,98.598,322462,19.918,0.613
21-11-2015,324.813,150861,468786,253789,65848255180,5.55E+17,2.561,450721413,0.0513,0.0325,8.276,3236,79.782,342296,19.896,0.546
22-11-2015,324.123,129487,437083,231040,65848255180,5.86E+17,2.391,342050674,0.0583,0.0324,8.372,2819,82.6,343028,19.879,0.54
23-11-2015,322.867,145109,515639,233265,65848255180,5.45E+17,2.43,392623564,0.0571,0.0323,8.834,2977,115.197,304962,19.876,0.626
24-11-2015,320.608,152168,522949,266163,72061768579,5.54E+17,2.272,419150207,0.0529,0.0321,9.231,3062,108.621,345006,19.874,0.641
25-11-2015,322.364,151713,558531,248880,72722780643,5.66E+17,2.123,568756072,0.0563,0.0322,9.73,4053,128.921,329178,19.876,0.712
26-11-2015,342.484,164495,536801,264189,72722780643,5.70E+17,2.659,687958120,0.0582,0.0342,8.182,4375,147.459,350502,20.005,0.632
27-11-2015,355.977,160102,649481,251437,72722780643,5.67E+17,2.104,728100752,0.0593,0.0356,10.827,4750,147.944,305800,19.633,0.796
28-11-2015,354.843,165522,551146,284648,72722780643,5.22E+17,2.635,659306078,0.0568,0.0355,9.351,4206,75.422,360235,19.427,0.684
29-11-2015,360.479,129701,453425,198732,72722780643,5.64E+17,2.397,472208733,0.0616,0.036,9.664,3874,97.621,280635,19.399,0.592
30-11-2015,376.271,182486,672429,318915,72722780643,5.33E+17,2.884,869424924,0.0707,0.0376,8.889,5057,150.74,438179,19.427,0.84
01-12-2015,367.19,177945,566991,293149,72722780643,6.60E+17,2.339,867375024,0.0645,0.0367,8.623,5151,146.016,369424,20.036,0.744
02-12-2015,355.655,183362,655902,303196,72722780643,5.62E+17,2.57,869403213,0.063,0.0356,8.944,5344,146.944,381492,20.093,0.801
03-12-2015,361.925,164632,643103,246761,72722780643,5.50E+17,2.355,694416802,0.0653,0.0362,10.141,4602,115.963,323411,20.024,0.831
04-12-2015,359.977,173433,588649,258546,72722780643,5.35E+17,2.594,901869333,0.0595,0.036,9.412,5604,117.923,328140,20.024,0.745
05-12-2015,374.789,186019,574056,320415,72722780643,5.78E+17,2.858,1760285236,0.0626,0.0375,8.229,9887,129.801,410596,19.951,0.706
06-12-2015,393.696,179553,594324,287233,72883273731,6.17E+17,2.557,2086238370,0.0666,0.0394,9.057,12025,190.581,379689,19.935,0.759
07-12-2015,393.935,192683,688102,300808,79102380900,6.16E+17,2.371,1168804847,0.0675,0.0394,9.796,6531,198.276,383792,19.953,0.891
08-12-2015,395.33,195046,616955,324267,79102380900,6.15E+17,2.834,1108568022,0.0665,0.0395,8.229,6090,177.696,396088,19.917,0.745
09-12-2015,417.576,220155,687641,342698,79102380900,6.96E+17,2.542,1514603698,0.0708,0.0418,8.571,7508,251.091,425026,20.031,0.881
10-12-2015,415.562,211820,532145,341000,79102380900,7.31E+17,3.091,1240139596,0.0704,0.0416,6.667,6357,269.242,422548,20.044,0.661
11-12-2015,432.058,210099,637173,309543,79102380900,7.51E+17,2.326,1536195363,0.089,0.0432,9,7828,268.653,380296,20.064,1.071
