Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD
17-07-2010,0.0495,235,649.653,390,181.543,2775561176,154298,1193,1.05E-05,0,8.324,2.924,0.248,804,25.749,0.001
18-07-2010,0.0726,248,765.285,424,181.543,1554461318,401834,2612,0.000243,0,8.372,6.237,0.363,917,25.782,0.0163
19-07-2010,0.0859,354,756.04,553,181.543,1551287489,481473,4047,2.18E-05,0,8.276,7.666,0.429,972,25.685,0.00154
20-07-2010,0.0783,413,984.707,632,181.543,1640430286,431831,2341,0,0,7.956,3.94,5.105,906,25.602,0
21-07-2010,0.0767,256,542.483,440,181.543,1723492810,460783,2122,0,0,6.957,4.583,3.837,809,25.638,0
22-07-2010,0.0649,221,491.903,412,181.543,1705481237,334641,2570,0,0,8.182,6.474,1.054,599,25.604,0
23-07-2010,0.0566,217,447.16,405,181.543,1716129083,319692,1166,2.61E-06,0,7.423,2.837,0.814,652,25.509,0.000195
24-07-2010,0.0581,705,1446,645,181.543,1665066217,329602,2540,0,0,7.619,2.842,0.445,964,25.527,0
25-07-2010,0.053,1592,3145,1793,181.543,1907547992,320839,2493,9.65E-05,0,6.234,1.368,0.458,2132,25.505,0.0287
26-07-2010,0.053,224,918.379,408,181.543,2223656291,289627,4608,0.000357,0,5.926,9.868,2.65,1238,26.309,0.0259
27-07-2010,0.058,260,679.271,419,239.305,2426744254,198389,1850,0.000149,0,8.675,4.343,0.195,771,26.363,0.0132
28-07-2010,0.0595,1792,3344,343,244.213,1950278995,242370,4012,3.48E-05,0,9.057,2.059,0.00297,674,26.354,0.0144
29-07-2010,0.0648,1687,2370,367,244.213,2095168440,278382,1230,3.42E-05,0,8,0.662,0.00324,528,26.369,0.0109
30-07-2010,0.0663,143,538.269,293,244.213,2189273223,275386,1336,0.000134,0,7.912,4.11,0.884,583,26.363,0.00724
31-07-2010,0.0664,92,389.704,263,244.213,2265292201,297637,1025,0.000217,0,7.094,3.475,1.341,475,26.3,0.00948
01-08-2010,0.0611,125,351.033,331,244.213,2671612580,273081,16490,0.000151,0,6.025,45.301,3.053,620,26.301,0.00755
02-08-2010,0.0613,156,356.388,335,244.213,2982826783,248468,3893,8.25E-05,0,5.95,9.782,3.063,627,26.233,0.00443
03-08-2010,0.06,421,743.899,596,244.213,2904903911,234431,2429,0,0,6.344,3.748,0.879,974,26.279,0
04-08-2010,0.0597,196,408.045,465,244.213,2741851411,264328,2005,0,0,5.926,4.57,2.984,731,26.179,0
05-08-2010,0.0596,297,846.908,544,259.068,3141922058,206592,2430,0,0,6.606,4.718,2.978,819,26.228,0
06-08-2010,0.0622,212,676.122,369,352.161,3199053766,142793,1155,0,0,9.796,3.217,0.256,638,26.194,0
07-08-2010,0.0599,118,559.974,245,352.161,2608076740,178048,1514,0.00117,0,9.29,5.545,1.438,514,26.171,0.0689
08-08-2010,0.06,192,448.196,387,352.161,3128125022,190690,616.346,0,0,7.236,1.585,0.151,584,26.149,0
09-08-2010,0.066,234,1483,442,352.161,3451603021,181613,5060,0.00122,0,7.579,12.034,3.57,778,26.326,0.0823
10-08-2010,0.069,149,394.817,299,352.161,3323478837,198271,2337,0,0,7.539,6.874,3.45,590,26.26,0
11-08-2010,0.0635,179,415.854,362,352.161,3758454224,196830,3479,0,0,6.18,8.46,3.175,701,26.444,0
12-08-2010,0.069,175,378.806,353,352.161,3882076899,192848,1083,0,0,6.636,2.764,3.45,579,26.314,0
13-08-2010,0.0655,301,756.344,529,352.161,3918463385,179694,2297,0,0,6.698,4.451,3.275,847,26.404,0
14-08-2010,0.0663,153,411.21,355,352.161,4198187090,221718,1063,0,0,5.125,2.473,3.313,563,26.337,0
15-08-2010,0.0661,108,322.952,226,389.944,5792904430,118179,1119,0,0,6.957,3.552,3.307,425,26.3,0
16-08-2010,0.0643,306,968.878,449,511.774,3723240584,127034,4352,0.000141,0,9.796,9.826,4.602,772,26.438,0.0135
17-08-2010,0.0678,189,594.527,320,511.774,3546715851,123209,3387,0,0,11.163,10.652,3.388,494,26.571,0
18-08-2010,0.069,244,1925,387,511.774,3326153695,137974,2580,0.000441,0,10.827,6.842,3.45,726,26.535,0.0362
19-08-2010,0.0673,190,542.652,301,511.774,3455494630,131465,1373,0,0,10.667,4.225,3.365,470,26.516,0
20-08-2010,0.0661,230,514.834,385,511.774,4123747293,154681,1955,0,0,7.461,4.622,3.305,656,26.561,0
21-08-2010,0.066,169,458.422,332,511.774,4652854684,122606,2551,0,0,8.324,7.459,3.298,528,26.525,0
22-08-2010,0.0655,154,391.557,324,511.774,4971164317,139665,1337,0,0,6.792,3.654,3.275,586,26.541,0
23-08-2010,0.0655,156,407.108,352,511.774,5410490997,128841,1164,0,0,6.761,3.153,3.273,653,26.523,0
24-08-2010,0.065,164,755.126,336,511.774,5427414403,128665,1370,0.000317,0,6.698,3.615,3.248,632,26.564,0.0172
25-08-2010,0.0656,149,334.458,338,511.774,5641324734,125588,1044,0,0,6.667,2.86,3.28,499,26.484,0
26-08-2010,0.0644,158,481.548,314,516.557,5452582474,124015,917.558,0,0,6.857,2.493,0.317,652,26.483,0
27-08-2010,0.0645,123,393.994,253,623.387,5839636296,94437,1851,0,0,8.421,6.296,3.225,497,26.54,0
28-08-2010,0.0646,169,526.465,311,623.387,5537117890,99090,1073,4.20E-10,0,8.471,3.166,0.646,527,26.457,2.60E-08
29-08-2010,0.0644,98,332.691,241,623.387,5039874543,103425,553.699,0.000151,0,8.889,2.13,0.349,390,26.369,0.00753
30-08-2010,0.0648,180,590.483,316,623.387,4706695827,102550,896.538,0.00013,0,9.664,2.725,0.248,522,26.312,0.00883
31-08-2010,0.0621,257,895.864,387,623.387,5304821005,107623,2489,4.83E-05,0,7.826,5.65,3.103,734,26.4,0.00373
01-09-2010,0.0625,223,813.592,365,623.387,5349934742,91634,1796,2.24E-05,0,9.172,4.726,0.686,603,26.366,0.00174
02-09-2010,0.0622,165,526.974,259,623.387,4860204896,99823,2161,0,0,9.231,6.731,3.119,543,26.355,0
03-09-2010,0.0609,155,426.171,315,623.387,4951727104,100891,1819,0,0,8.78,5.702,6.163,500,26.344,0
04-09-2010,0.0618,93,328.414,242,623.387,5366881132,104237,1856,0,0,7.956,6.774,6.166,451,26.361,0
05-09-2010,0.062,146,465.139,296,623.387,5351068779,95627,8510,4.25E-06,0,8.727,27.365,3.103,548,26.434,0.000258
06-09-2010,0.0622,120,424.88,260,623.387,5095396019,96359,4699,5.18E-11,0,9.114,16.902,3.108,511,26.402,2.93E-09
07-09-2010,0.0613,122,386.781,245,623.387,4781518950,102562,1118,0,0,9,3.965,3.065,403,26.365,0
08-09-2010,0.0615,174,479.806,306,696.613,5497292943,92295,1085,7.07E-11,0,8.727,3.202,0.109,545,26.296,4.72E-09
09-09-2010,0.0611,189,633.726,313,712.885,5428655621,75979,2088,3.56E-05,0,10.667,6.444,3.055,514,26.265,0.00279
10-09-2010,0.0614,183,480.203,312,712.885,5652888035,96126,870.212,3.36E-11,0,8.136,2.417,0.307,541,26.25,2.22E-09
11-09-2010,0.0628,145,424.7,280,712.885,5964655844,84203,641.512,0,0,9,2.103,0.245,433,26.207,0
12-09-2010,0.0618,202,619.424,373,712.885,6141554977,89056,1147,4.59E-05,0,8.136,3.028,0.0788,711,26.27,0.00318
13-09-2010,0.0621,265,695.836,457,712.885,6233335266,85159,7275,2.34E-11,0,8.421,16.686,0.745,718,26.115,1.92E-09
14-09-2010,0.062,221,517.32,388,712.885,6566059092,95834,1878,2.69E-06,0,7.094,4.429,3.1,664,26.035,0.000182
15-09-2010,0.0615,261,686.669,430,712.885,6449596169,80509,2453,0,0,8.521,5.704,2.144,662,25.982,0
16-09-2010,0.0619,219,470.575,363,712.885,6880790711,98507,2141,0,0,6.575,4.887,3.095,685,26.084,0
17-09-2010,0.0599,153,645.538,319,712.885,7767563974,80260,4514,0,0,6.923,12.503,2.997,1003,26.667,0
18-09-2010,0.06,162,371.608,338,712.885,7924001966,89729,2617,6.67E-05,0,6.076,6.56,3,562,26.714,0.00374
19-09-2010,0.0618,146,428.684,311,893.316,9938049965,64989,3160,0,0,6.89,8.902,5.014,654,26.852,0
20-09-2010,0.0621,262,611.389,458,917.831,9484313063,66459,2580,0,0,7.094,5.549,0.745,705,26.904,0
21-09-2010,0.0629,638,1474,899,917.831,8637197672,62604,1742,9.86E-12,0,8.372,2.151,0.156,1216,26.87,1.48E-09
22-09-2010,0.0623,499,1163,782,917.831,7824661385,69214,2782,0,0,8.276,4.133,0.0361,1039,26.8,0
23-09-2010,0.0622,421,752.632,663,917.831,9124979268,79759,7875,0,0,6.154,12.023,1.057,1049,27.009,0
24-09-2010,0.0621,273,532.197,530,917.831,10721684791,66077,1202,0,0,6.316,2.399,1.199,807,27.064,0
25-09-2010,0.0621,325,696.256,563,917.831,10097932369,63666,1860,0,0,6.957,3.497,0.0528,825,27.186,0
26-09-2010,0.062,195,504.649,387,917.831,9216289562,68976,1394,0,0,7.024,3.486,0.238,623,27.264,0
27-09-2010,0.0621,374,876.672,649,917.831,10109067877,70371,2073,3.32E-06,0,6.288,3.439,0.139,1269,27.629,0.000282
28-09-2010,0.0619,279,1141,429,978.335,10792251626,60835,5057,0.00032,0,6.792,10.302,2.441,1699,28.762,0.0239
29-09-2010,0.062,811,2119,912,1319,12581521704,40379,5810,0,0,8.78,5.974,6.445,1198,28.753,0
30-09-2010,0.0618,219,671.959,380,1319,9631931793,46853,2573,0,0,9.863,7.048,1.203,638,28.677,0
01-10-2010,0.0619,430,1024,613,1319,10355743338,46051,3609,8.07E-05,0,9.351,6.181,0.769,847,28.642,0.00988
02-10-2010,0.0616,401,1736,561,1319,8247666129,37368,22430,1.19E-06,0,14.4,44.77,0.123,780,29.188,0.000194
03-10-2010,0.0613,255,857.459,455,1319,7256115406,51495,4640,1.87E-06,0,11.803,12.309,5.207,672,29.187,0.000188
04-10-2010,0.0612,254,831.601,456,1319,9131009174,51311,34053,2.39E-10,0,9.412,83.668,17.413,828,28.906,2.07E-08
05-10-2010,0.0614,245,920.071,454,1319,8948558152,43227,11895,0,0,11.429,32.061,14.832,704,28.974,0
06-10-2010,0.0622,236,629.673,435,1319,9659237036,55017,7552,2.87E-10,0,8.421,18.555,3.107,692,28.912,2.20E-08
07-10-2010,0.0651,180,587.513,347,1319,11044743033,47154,8292,0,0,9,24.387,12.715,647,29.44,0
08-10-2010,0.0769,209,783.409,392,1319,10543606653,56175,11781,0,0,9.351,32.454,12.582,813,29.631,0
09-10-2010,0.0884,243,823.924,440,1319,10231600983,68255,16413,0,0,9.114,40.929,12.161,750,29.871,0
10-10-2010,0.0948,185,549.596,396,1319,10959330235,76946,11204,0,0,8.09,30.917,9.624,623,30.084,0
11-10-2010,0.093,183,575.585,372,1319,11095467774,66635,5102,5.54E-10,0,9.057,14.918,6.284,631,29.981,2.56E-08
12-10-2010,0.0945,197,617.742,396,1363,10886289472,67239,7374,0,0,9.29,20.949,4.115,646,29.971,0
13-10-2010,0.0985,188,788.705,408,1378,11389933710,76105,11254,0.000183,0,8.182,30.917,4.925,926,30.109,0.0077
14-10-2010,0.103,162,487.815,388,1378,12828600160,82496,18369,0,0,7.024,50.052,92.925,634,30.282,0
15-10-2010,0.103,151,450.746,372,1378,13231141686,68560,15013,0,0,8.136,45.771,62.283,581,30.194,0
16-10-2010,0.101,183,487.981,455,1378,14772707236,87760,19918,0,0,5.581,45.166,118.54,933,30.373,0
17-10-2010,0.102,187,406.5,479,1378,19181748985,71787,11066,0,0,5.333,24.215,25.5,752,30.401,0
18-10-2010,0.103,330,653.683,644,1378,17870719558,71548,22342,6.22E-06,0,5.783,38.587,15.405,947,30.578,0.000282
19-10-2010,0.0985,668,1084,1113,1378,16322160651,77245,26165,0,0,5.625,28.317,3.94,1408,30.377,0
20-10-2010,0.0995,449,787.659,842,1378,17431259660,75347,19866,0,0,5.455,27.863,4.975,1183,30.434,0
21-10-2010,0.102,366,890.903,639,1962,23556942545,40308,19022,2.17E-06,0,7.742,34.459,5.105,994,30.415,0.000126
22-10-2010,0.105,448,1182,710,2149,17372529323,46652,13623,0,0,9.351,22.629,1.119,972,30.442,0
23-10-2010,0.107,342,821.537,618,2149,18192620874,51343,4606,1.56E-05,0,8.229,8.909,2.167,835,30.449,0.000864
24-10-2010,0.112,347,707.171,626,2149,19224996154,59450,11685,0,0,7.024,21.169,1.394,851,30.427,0
25-10-2010,0.111,207,575.99,462,2149,22446334888,50213,16656,0,0,7.094,40.625,84.172,752,30.432,0
26-10-2010,0.142,277,554.826,620,2149,24245320081,70400,25686,0,0,5.975,49.589,96.889,866,30.586,0
27-10-2010,0.169,355,828.333,695,2149,24673808205,73097,34177,0,0,6.761,60.185,101.61,1117,30.682,0
28-10-2010,0.179,267,647.174,593,2149,22635364148,86496,33547,0,0,6.575,69.027,94.853,998,30.612,0
29-10-2010,0.185,244,648.83,494,2149,24508588090,84142,15920,0,0,6.457,34.089,9.248,848,30.493,0
30-10-2010,0.193,174,394.782,417,2186,25679308021,94821,11303,0,0,5.714,26.534,18.797,659,30.451,0
31-10-2010,0.193,128,460.128,300,3092,33176750230,52133,12543,0,0,8.045,40.857,11.89,572,30.533,0
01-11-2010,0.194,174,500.271,354,3092,27080073783,63401,8198,0,0,8.136,23.356,0.97,597,30.524,0
02-11-2010,0.193,110,368.341,276,3092,27172132651,62473,12061,0,0,8.182,42.172,52.878,458,30.554,0
03-11-2010,0.193,157,440.447,354,3092,29004124581,63363,11023,0,0,7.579,31.766,9.673,574,30.49,0
04-11-2010,0.214,141,432.716,336,3092,29891411212,72102,33615,0,0,7.164,98.32,32.168,607,30.486,0
05-11-2010,0.235,223,624.639,444,3092,32355635057,79547,9874,0,0,6.575,22.34,5.312,835,30.533,0
06-11-2010,0.326,176,447.642,409,3092,32279453499,110082,41250,0,0,6.606,104.697,16.3,596,30.607,0
07-11-2010,0.405,210,447.195,438,3092,36852561920,132425,36350,0,0,5.975,80.598,20.25,690,30.518,0
08-11-2010,0.294,240,763.556,487,3092,39015202980,103778,147061,0.00102,0,5.236,285.555,32.063,1571,31.205,0.013
09-11-2010,0.237,192,465.521,393,3671,47070489705,54630,12260,0,0,6.636,29.997,11.85,648,31.151,0
10-11-2010,0.225,194,468.025,410,4536,43573696532,52411,13173,0,0,7.094,33.181,22.5,651,30.984,0
11-11-2010,0.227,176,429.356,379,4536,50851677595,48773,9427,0,0,6.575,23.865,18.914,601,30.914,0
12-11-2010,0.249,117,386.84,271,4536,42843968338,49021,8374,0,0,8.521,29.278,27.775,456,30.889,0
13-11-2010,0.282,120,364.704,334,4536,43880907479,71528,10727,0,0,6.457,31.274,14.075,579,30.765,0
14-11-2010,0.278,160,479.965,400,4536,54684480053,64959,9828,0,0,5.625,23.626,7.216,901,30.854,0
15-11-2010,0.274,4671,8706,4121,4536,50114217455,54602,71680,2.81E-05,0,7.2,14.717,7.199,4396,30.8,0.00501
16-11-2010,0.246,8908,10873,3006,4536,43347571863,55820,25653,0,0,7.31,10.199,12.283,3365,30.76,0
17-11-2010,0.226,188,424,453,4536,52089200697,53690,14059,0,0,5.83,32.319,18.682,675,30.836,0
18-11-2010,0.245,1237,1294,412,4917,63645206178,49456,14560,0,0,5.603,9.755,0.0147,632,30.77,0
19-11-2010,0.274,9482,14500,357,6867,68811370966,29881,14856,2.31E-06,0,9.6,1.548,0.00274,641,30.735,0.00108
20-11-2010,0.282,9615,18970,610,6867,42304498447,38601,44762,2.93E-05,0,12.414,4.603,0.00282,784,30.857,0.0174
21-11-2010,0.277,9904,16354,528,6867,45902824334,42176,34823,2.90E-05,0,10.286,3.47,0.00277,758,30.839,0.0151
22-11-2010,0.28,180,546.804,370,6867,52328619860,43635,8797,0.000872,0,8.834,25.649,14.909,624,30.826,0.0131
23-11-2010,0.283,201,672.486,369,6867,51384598983,38518,12053,0.000675,0,10.286,35.347,14.614,660,30.903,0.0116
24-11-2010,0.283,3759,5420,544,6867,56362618925,44433,10919,1.43E-05,0,8.136,2.776,0.00283,963,31.016,0.00225
25-11-2010,0.281,4802,9437,611,6867,54446529924,46749,14232,0,0,7.956,2.856,0.0844,912,31.079,0
26-11-2010,0.282,1120,1833,870,6867,67425767018,40527,25099,9.31E-05,0,7.423,19.103,1.408,1197,31.085,0.00447
27-11-2010,0.284,265,664.289,474,6867,65849479831,38775,6888,2.14E-05,0,8,15.479,2.428,822,31.053,0.000373
28-11-2010,0.277,282,634.238,480,6867,57569464040,41305,6714,0,0,8.372,14.789,4.165,706,31.047,0
29-11-2010,0.254,245,611.005,469,6867,66016916855,40278,8827,3.12E-05,0,6.89,19.442,3.341,900,31.002,0.000532
30-11-2010,0.219,252,564.658,498,7167,76929526491,28759,13088,8.69E-06,0,7.129,28.829,2.191,797,31.141,0.000178
01-12-2010,0.219,324,788.479,589,8078,72899818026,28174,12027,2.70E-05,0,7.66,23.491,3.949,1109,31.328,0.000672
02-12-2010,0.242,272,615.58,477,8078,78406952216,28953,14793,5.33E-05,0,7.66,32.159,3.737,812,31.576,0.00108
03-12-2010,0.251,195,604.603,410,8078,76525043468,30937,6910,1.28E-05,0,7.619,17.995,2.831,881,31.814,0.000208
04-12-2010,0.23,189,498.55,459,8078,85742230088,30714,14997,1.33E-05,0,6.288,35.879,2.013,729,31.866,0.000211
05-12-2010,0.205,195,408.146,454,8078,93193339952,26287,4392,3.15E-05,0,6.025,10.121,1.353,695,31.896,0.000559
06-12-2010,0.215,224,421.975,493,8078,96876766484,26681,20598,4.33E-05,0,5.975,44.298,0.702,734,31.665,0.000778
07-12-2010,0.213,334,672.054,644,8078,92537558498,27558,18528,5.25E-05,0,6.025,32.346,2.022,1142,31.6,0.00118
08-12-2010,0.239,285,542.458,575,8078,96482613877,29527,7097,3.36E-05,0,6.05,13.571,1.137,903,31.603,0.000617
09-12-2010,0.213,263,569.915,524,8228,1.01807E+11,23328,9051,3.02E-05,0,6.457,18.623,6.39,835,31.525,0.000618
10-12-2010,0.202,226,623.333,430,12252,1.04157E+11,14255,5382,6.26E-05,0,9.796,14.428,5.215,636,31.573,0.00157
11-12-2010,0.216,375,881.874,708,12252,99058345713,19049,17203,6.74E-05,0,8.229,31.278,4.721,1070,31.587,0.00197
12-12-2010,0.214,472,973.058,747,12252,1.07531E+11,17016,10227,6.74E-05,0,8.421,15.906,2.518,1194,31.531,0.00237
13-12-2010,0.22,505,1673,766,12252,98003509103,15827,39314,0.000136,0,10.213,60.857,11,1676,31.82,0.00565
14-12-2010,0.238,482,953.509,794,12252,94578789518,21497,27659,2.41E-05,0,8.421,42.357,36.858,1137,31.767,0.000775
15-12-2010,0.242,446,837.857,772,12252,1.09766E+11,21602,27336,3.66E-05,0,7.347,42.579,60.49,1085,31.702,0.00099
16-12-2010,0.244,358,804.312,606,12252,1.13501E+11,18594,20675,7.06E-05,0,8.324,38.937,42.688,949,31.649,0.00178
17-12-2010,0.245,296,905.211,514,12252,1.06897E+11,18985,15425,0.000194,0,8.675,33.388,12.225,796,31.636,0.00441
18-12-2010,0.245,338,790.72,589,12252,98205138442,20071,20367,4.82E-05,0,8.944,40.815,24.485,858,31.593,0.00122
19-12-2010,0.244,367,952.538,620,12252,1.03273E+11,21741,23922,7.69E-05,0,7.826,43.416,3.368,1088,31.428,0.00189
20-12-2010,0.254,773,1608,1027,12252,1.08518E+11,18575,21078,2.20E-05,0,9.057,22.615,5.281,1461,31.477,0.00102
21-12-2010,0.25,434,852.138,762,12607,1.1207E+11,21750,25401,6.34E-05,0,7.385,40.383,12.5,1089,31.216,0.00164
22-12-2010,0.247,502,1147,799,14484,1.28626E+11,15171,20433,8.73E-05,0,9.114,30.959,10.68,1210,31.267,0.00295
23-12-2010,0.249,374,1038,708,14484,1.0429E+11,17310,15616,3.99E-05,0,9.931,30.182,12.45,1018,31.229,0.00115
24-12-2010,0.249,383,919.885,626,14484,1.07023E+11,17217,15041,5.09E-05,0,9.73,28.326,11.703,851,31.193,0.00147
25-12-2010,0.249,466,915.28,831,14484,1.13171E+11,18460,28003,3.60E-05,0,8.571,44.169,63.819,1076,31.216,0.00109
26-12-2010,0.257,439,1065,773,14484,1.08555E+11,17194,18032,5.61E-05,0,9.931,30.876,39.869,1028,31.171,0.00175
27-12-2010,0.258,360,1025,628,14484,1.12067E+11,19108,22322,5.49E-05,0,8.675,44.89,12.9,1140,31.301,0.00135
28-12-2010,0.272,492,1033,789,14484,1.25483E+11,18317,15401,5.72E-05,0,8.521,23.299,8.501,1030,31.236,0.00164
29-12-2010,0.286,348,899.552,623,14484,1.21622E+11,19367,31647,0.000111,0,8.727,61.691,14.275,990,31.021,0.00243
30-12-2010,0.296,424,971.817,718,14484,1.17257E+11,21295,19089,6.44E-05,0,8.521,32.191,14.775,1091,30.947,0.00153
31-12-2010,0.3,393,870.284,668,14484,1.19938E+11,20261,17822,1.78E-05,0,8.889,32.117,12.798,898,30.82,0.000407
01-01-2011,0.296,478,1029,823,14484,1.24983E+11,21434,16353,5.52E-05,0,7.956,24.815,14.016,1077,30.774,0.00136
02-01-2011,0.297,394,942.686,685,14484,1.2906E+11,20155,13842,6.62E-05,0,8.229,24.328,14.809,1051,30.723,0.00145
03-01-2011,0.293,972,2401,956,15910,1.36172E+11,16756,19774,0.000219,0,9.231,17.53,0.0497,1398,30.724,0.0108
04-01-2011,0.297,838,1697,845,16307,1.18022E+11,17770,11956,1.11E-05,0,10.213,12.212,0.198,1078,30.689,0.000519
05-01-2011,0.294,1156,2377,1035,16307,1.1947E+11,18980,14551,2.37E-05,0,9.351,11.111,0.116,1540,30.739,0.00137
06-01-2011,0.299,553,1461,775,16307,1.26682E+11,16612,9547,4.48E-05,0,10.213,13.757,1.433,1161,30.672,0.00148
07-01-2011,0.309,856,1596,935,16307,1.18551E+11,21356,17456,1.93E-05,0,8.78,17.117,4.333,1254,30.63,0.000778
08-01-2011,0.316,1266,2198,1199,16307,1.43117E+11,18771,18637,4.41E-06,0,8.471,12.98,0.948,1473,30.626,0.000236
09-01-2011,0.323,1060,2063,1069,16307,1.26847E+11,20750,12364,4.27E-05,0,8.834,10.109,1.537,1383,30.642,0.00198
10-01-2011,0.325,1150,2207,1126,16307,1.38834E+11,18947,26675,1.94E-05,0,8.889,20.334,0.373,1437,30.501,0.00097
11-01-2011,0.327,1190,2225,1174,16307,1.31935E+11,21288,34068,1.14E-05,0,8.372,25.013,1.863,1552,30.607,0.000553
12-01-2011,0.323,995,1839,974,16307,1.36447E+11,19746,19022,9.42E-05,0,8.623,16.432,0.342,1263,30.557,0.00406
13-01-2011,0.318,1078,1939,1083,16307,1.43865E+11,20787,38168,7.36E-06,0,7.66,30.148,2.418,1696,30.635,0.000312
14-01-2011,0.359,1081,1966,1041,16307,1.45138E+11,22373,30593,2.16E-05,0,7.956,24.242,0.592,1607,30.661,0.000838
15-01-2011,0.393,805,1836,1107,17203,1.51033E+11,20427,22419,5.12E-05,0,9.172,23.307,16.514,1422,30.615,0.0016
16-01-2011,0.393,757,1609,1130,18438,1.56021E+11,21920,25484,4.48E-05,0,8.276,27.373,11.239,1536,30.71,0.00122
17-01-2011,0.368,649,1254,1025,18438,1.59407E+11,20901,21482,8.97E-05,0,7.956,25.884,16.011,1348,30.737,0.00223
18-01-2011,0.331,677,1766,1054,18438,1.47632E+11,15818,34742,1.84E-05,0,10.213,42.472,4.412,1416,30.653,0.000646
19-01-2011,0.313,748,1613,1157,18438,1.46713E+11,18027,18718,2.09E-05,0,8.521,20.413,8.462,1545,30.547,0.000725
20-01-2011,0.351,738,1341,1137,18438,1.58036E+11,20685,18328,5.59E-05,0,7.742,19.839,5.967,1453,30.549,0.00158
21-01-2011,0.405,992,2105,1411,18438,1.73678E+11,20283,24690,2.06E-05,0,8.276,21.175,3.241,1969,30.551,0.000682
22-01-2011,0.427,1257,3070,1594,18438,1.46384E+11,24075,29762,0.000159,0,8.727,20.93,1.004,2196,30.532,0.00643
23-01-2011,0.443,911,2135,1318,18438,1.5965E+11,23606,35517,0.000175,0,8.471,32.859,14.156,1932,30.744,0.00501
24-01-2011,0.431,1131,2231,1585,18438,1.60065E+11,25320,29656,8.77E-05,0,7.66,22.483,4.329,2058,30.694,0.00285
25-01-2011,0.415,733,1574,1075,18438,1.51039E+11,21429,22662,7.31E-05,0,9.231,25.492,14.814,1445,30.648,0.00201
26-01-2011,0.414,825,1606,1171,18438,1.67397E+11,22265,27199,5.52E-05,0,8,27.064,15.438,1586,30.503,0.00149
27-01-2011,0.415,681,1786,1058,20538,1.7573E+11,18910,429974,0.00036,0,9,511.265,14.973,1653,33.357,0.00911
28-01-2011,0.434,923,2015,1339,22012,1.73763E+11,19738,19964,2.82E-05,0,9.114,18.491,8.818,1690,33.324,0.000889
29-01-2011,0.442,1186,2931,1615,22012,1.6728E+11,21272,29886,0.000165,0,8.944,22.188,7.224,2077,33.295,0.00624
30-01-2011,0.462,2436,6347,2802,22012,1.78592E+11,20205,180538,0.000536,0,9.231,69.652,108.34,3198,33.249,0.0385
31-01-2011,0.5,1223,2956,1672,22012,1.66988E+11,25449,94612,0.000311,0,8.471,67.919,24.831,2229,33.178,0.0102
01-02-2011,0.626,849,2500,1266,22012,1.94787E+11,26373,75925,0.000584,0,8.78,74.951,29.147,1916,33.288,0.0115
02-02-2011,0.713,738,1813,1076,22012,1.7635E+11,31941,81155,4.83E-05,0,9.114,90.574,30.099,1490,33.129,0.000768
03-02-2011,0.706,629,1442,953,22012,1.70967E+11,33032,46402,0.000189,0,9,58.811,28.391,1266,33.181,0.00264
04-02-2011,0.766,760,1444,1122,22012,1.9453E+11,38171,40680,0.000124,0,7.423,42.648,33.395,1509,33.121,0.0016
05-02-2011,0.88,653,1483,1009,22012,2.09372E+11,37596,61231,0.000213,0,8.045,73.595,39.753,1525,33.151,0.00225
06-02-2011,0.91,732,1675,1057,22012,1.95022E+11,41289,70806,0.000151,0,8.136,77.894,41.043,1393,33.015,0.0017
07-02-2011,0.895,689,1240,1046,22012,2.06509E+11,43983,138493,0.00041,0,7.094,155.261,40.742,1398,33.183,0.00402
08-02-2011,0.904,678,1484,1038,25002,2.36088E+11,32165,60278,0.000236,0,8.571,71.25,40.147,1427,33.064,0.00263
09-02-2011,0.998,1035,1861,1588,25998,2.30964E+11,41461,127046,6.31E-05,0,7.5,104.211,44.08,2088,33.161,0.000809
10-02-2011,1.03,1848,3598,2625,25998,2.42165E+11,39565,223847,0.000487,0,7.742,110.053,50.138,3549,33.107,0.0103
11-02-2011,1.025,2169,3763,2964,25998,2.42041E+11,39386,258210,0.000236,0,7.742,109.643,81.775,4310,33.015,0.00583
12-02-2011,1.045,1716,2978,2455,25998,2.51426E+11,40733,137630,0.000452,0,7.347,71.983,51.662,3300,32.953,0.00843
13-02-2011,1.051,1624,2663,2311,25998,2.54086E+11,40934,109491,0.000155,0,7.273,60.094,42.989,3266,32.915,0.00272
14-02-2011,1.055,1810,3688,2516,25998,2.5557E+11,40466,137335,0.0016,0,7.347,68.463,27.066,4117,32.853,0.031
15-02-2011,1.053,1999,2882,2681,25998,2.68731E+11,44062,96622,0.000128,0,6.4,43.445,21.976,3410,32.866,0.00241
16-02-2011,1.048,1858,2511,2407,25998,2.87856E+11,42214,64001,0.000333,0,6.207,30.794,17.137,2982,32.801,0.00572
17-02-2011,1.043,2019,2839,2753,25998,3.1818E+11,37843,97562,6.37E-05,0,6.234,43.384,22.466,3492,32.75,0.00119
18-02-2011,0.965,1844,3227,2640,34091,3.69653E+11,27672,114283,0.000277,0,6.792,55.585,16.047,3608,32.653,0.00557
