Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,Open,High,Low,Close,Adj Close,Volume
22-04-2016,445.474,210833,774829,288306,1.78678E+11,1.26E+18,1.277,1047685287,0.0902,0.0445,10.07,11172,137.192,391327,19.017,1.181,449.687988,449.809998,444.149994,445.737,445.737,58804400
23-04-2016,445.852,185072,654579,266608,1.78678E+11,1.32E+18,1.223,857657973,0.0799,0.0446,10,8245,103.667,399410,19.018,0.913,445.860992,450.282013,444.330994,450.282013,450.282013,50485400
24-04-2016,452.604,183023,727957,269400,1.78678E+11,1.23E+18,1.223,771265952,0.0823,0.0453,10.909,5491,97.899,402357,18.991,0.999,450.559998,460.145996,448.928009,458.554993,458.554993,68198400
25-04-2016,457.376,217437,874402,304689,1.78678E+11,1.14E+18,1.291,1041375335,0.0911,0.0457,11.339,5714,127.01,444197,18.865,1.346,459.121002,466.619995,453.59201,461.425995,461.425995,87091800
26-04-2016,463.109,250593,813097,338124,1.78678E+11,1.26E+18,1.513,1159092093,0.624,0.0463,9.536,5112,126.838,446772,18.874,8.217,461.64801,467.964996,461.621002,466.088989,466.088989,78971904
27-04-2016,458.712,239306,875260,311692,1.78678E+11,1.27E+18,1.179,1018777076,0.0884,0.0459,11.163,4757,119.287,424650,18.847,1.41,466.261993,467.07901,444.134003,444.687012,444.687012,93564896
28-04-2016,444.29,247822,897397,297571,1.78666E+11,1.17E+18,1.297,1042424815,0.089,0.0444,10.667,4840,111.561,418528,18.788,1.45,445.037994,449.550995,436.649994,449.010986,449.010986,74064704
29-04-2016,449.257,261726,812765,322420,1.78659E+11,1.29E+18,1.389,942003650,0.0857,0.0449,9.114,4323,100.948,464315,18.773,1.249,449.40799,455.384003,446.016998,455.096985,455.096985,49258500
30-04-2016,451.828,215566,757466,284748,1.78659E+11,1.34E+18,1.241,782214893,0.0857,0.0452,9.863,3974,94.884,382726,18.778,1.108,455.178009,455.587006,447.696991,448.317993,448.317993,69322600
01-05-2016,449.954,191275,625635,258379,1.78659E+11,1.36E+18,1.291,772130419,0.0812,0.045,9.29,4412,83.691,375655,18.712,0.883,448.484009,452.479004,447.927002,451.875,451.875,40660100
02-05-2016,446.236,223628,751003,286365,1.78659E+11,1.36E+18,1.3,964214470,0.0901,0.0446,9.172,4882,126.299,423025,18.664,1.138,451.933014,452.445007,441.776001,444.669006,444.669006,92127000
03-05-2016,446.352,235458,778147,288409,1.78659E+11,1.39E+18,1.228,908510479,0.0851,0.0446,9.536,4303,133.861,421903,18.662,1.175,444.72699,451.096985,442.617004,450.303986,450.303986,59366400
04-05-2016,446.988,233524,706967,288032,1.78659E+11,1.43E+18,1.319,904027881,0.0903,0.0447,8.623,4400,140.974,412465,19.206,1.118,450.183014,450.377991,445.630005,446.721985,446.721985,50407300
05-05-2016,446.657,229418,704442,285108,1.78659E+11,1.40E+18,1.252,880230655,0.0862,0.0447,9.29,4219,129.022,396794,19.061,1.13,446.710999,448.506012,445.882996,447.976013,447.976013,50440800
06-05-2016,451.464,233070,685806,287516,1.78659E+11,1.42E+18,1.302,919355237,0.0862,0.0451,8.889,4488,126.861,392060,18.887,1.088,447.941986,461.375,447.067993,459.602997,459.602997,72796800
07-05-2016,457.988,201912,646440,255838,1.78659E+11,1.35E+18,1.285,800165284,0.0853,0.0458,9.6,4287,120.602,371632,18.643,0.994,459.639008,460.674988,457.324005,458.536011,458.536011,38364500
08-05-2016,457.595,188857,578072,254712,1.78659E+11,1.44E+18,1.345,678869657,0.0842,0.0458,8.571,3924,114.291,357682,18.639,0.821,458.428986,459.416992,455.983002,458.548004,458.548004,40315000
09-05-2016,458.102,226278,638160,298442,1.78659E+11,1.56E+18,1.268,800566319,0.0819,0.0458,8.421,4223,130.831,416018,18.702,0.938,458.205994,462.480988,456.531006,460.483002,460.483002,55493100
10-05-2016,454.748,245563,726826,304755,1.78659E+11,1.44E+18,1.266,896691674,0.0891,0.0455,9.114,4089,137.421,425757,18.654,1.204,460.518005,461.928986,448.95401,450.894989,450.894989,58956100
11-05-2016,452.584,234279,812933,293713,1.90503E+11,1.39E+18,1.094,1036210701,0.0886,0.0453,10.827,4843,139.332,409881,18.561,1.362,450.864014,454.575989,450.864014,452.727997,452.727997,50605200
12-05-2016,451.025,228270,779911,286380,1.94255E+11,1.31E+18,1.213,946838203,0.0924,0.0451,10.36,4529,148.858,413347,18.569,1.328,452.446991,454.949005,449.25,454.765991,454.765991,59849300
13-05-2016,454.247,231994,762611,290669,1.94255E+11,1.43E+18,1.218,1038481806,0.0932,0.0454,9.474,5040,153.7,393696,18.558,1.237,454.850006,457.054993,453.453003,455.670013,455.670013,60845000
14-05-2016,455.025,211136,812260,270237,1.94255E+11,1.39E+18,1.197,777516371,0.103,0.0455,10,4110,116.051,401833,18.509,1.317,455.822998,456.835999,454.786011,455.67099,455.67099,37209000
15-05-2016,455.975,200032,777614,257651,1.94255E+11,1.42E+18,1.134,848145394,0.104,0.0456,10.36,4649,133.195,379361,18.514,1.297,455.759003,458.691986,455.459015,457.567993,457.567993,28514000
16-05-2016,455.809,239668,906681,306878,1.94255E+11,1.32E+18,1.236,1079445374,0.115,0.0456,10.213,5107,167.541,447210,18.523,1.689,457.585999,458.200012,452.945007,454.162994,454.162994,59171500
17-05-2016,453.459,238485,867850,297578,1.94255E+11,1.43E+18,1.133,1048162645,0.111,0.0493,10.213,5134,155.718,435799,18.455,1.632,454.009003,455.071991,453.605011,453.78299,453.78299,64100300
18-05-2016,453.949,234930,873649,303354,1.94255E+11,1.37E+18,1.29,909649446,0.113,0.0493,9.412,4341,135.844,459724,18.462,1.501,453.69101,455.997986,453.299011,454.618988,454.618988,86850096
