Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD,Open,High,Low,Close,Adj Close,Volume
22-11-2017,8206,311885,967813,468426,1.36442E+12,1.14E+19,1.516,20712584854,6.746,3.053,9.73,92243,646.886,744622,17.133,12.178,8077.950195,8302.259766,8075.470215,8253.549805,8253.549805,3633530112
23-11-2017,8184,352050,961757,519374,1.36442E+12,9.94E+18,1.836,22030065158,6.182,3.058,9.172,79155,593.193,835255,17.058,11.938,8232.379883,8267.400391,8038.77002,8038.77002,8038.77002,4225179904
24-11-2017,8168,305586,956760,486976,1.36197E+12,1.07E+19,1.6,18383739494,6.242,2.954,9.664,71526,568.98,792418,17.037,11.147,8074.02002,8374.160156,7940.930176,8253.69043,8253.69043,5058610176
25-11-2017,8464,336533,966995,481219,1.347E+12,1.03E+19,1.766,18655976997,4.92,2.84,9.231,72885,535.155,838662,17.085,9.122,8241.709961,8790.919922,8191.149902,8790.919922,8790.919922,4342060032
26-11-2017,9041,329524,957944,484158,1.347E+12,1.03E+19,1.854,15116461788,5.247,2.797,9.412,56203,564.196,791025,17.034,9.094,8789.040039,9522.929688,8775.589844,9330.549805,9330.549805,5475579904
27-11-2017,9607,379086,958452,568295,1.347E+12,1.08E+19,2.102,18854279195,5.994,3.315,8.471,61437,696.153,895407,17.019,10.019,9352.719727,9818.349609,9352.719727,9818.349609,9818.349609,5653320192
28-11-2017,9867,365821,963751,556183,1.347E+12,1.09E+19,1.987,23799158315,6.614,3.577,9.231,77649,1005,857193,17.022,11.175,9823.429688,10125.7002,9736.299805,10058.79981,10058.79981,6348819968
29-11-2017,10480,397917,966491,607607,1.347E+12,1.13E+19,2.267,29734132843,7.661,4.073,8.324,85854,1261,989871,17.121,11.862,10077.40039,11517.40039,9601.030273,9888.610352,9888.610352,11568799744
30-11-2017,9996,384219,974912,564925,1.347E+12,1.13E+19,2.08,23309294084,7.041,3.841,8.623,70134,971.937,934600,17.195,11.481,9906.790039,10801,9202.049805,10233.59961,10233.59961,8310689792
01-12-2017,10236,412725,972686,571162,1.347E+12,1.15E+19,2.257,19741704066,6.127,3.75,7.869,57460,629.516,961135,17.209,9.751,10198.59961,11046.7002,9694.650391,10975.59961,10975.59961,6783119872
02-12-2017,10976,326193,961585,445089,1.347E+12,1.19E+19,2.034,18539722411,6.403,3.896,8.944,72036,660.049,808982,17.223,8.643,10978.29981,11320.2002,10905.09961,11074.59961,11074.59961,5138500096
03-12-2017,11320,352868,970221,493467,1.347E+12,1.11E+19,2.445,18661152993,6.013,3.811,8.182,59934,714.11,846141,17.228,7.855,11082.7002,11858.7002,10862,11323.2002,11323.2002,6608309760
04-12-2017,11414,400505,974881,583651,1.347E+12,1.23E+19,2.317,25503834166,6.444,3.853,7.956,74412,934.592,991943,17.217,9.09,11315.40039,11657.2002,11081.79981,11657.2002,11657.2002,6132409856
05-12-2017,11716,405531,963049,586563,1.347E+12,1.19E+19,2.399,28258548183,6.347,3.586,8.09,87067,1020,971003,17.188,8.99,11685.7002,12032,11604.59961,11916.7002,11916.7002,6895260160
06-12-2017,12656,443399,963853,639063,1.40798E+12,1.33E+19,2.473,35837042267,7.341,3.931,7.66,100736,1801,1072008,17.123,9.868,11923.40039,14369.09961,11923.40039,14291.5,14291.5,12656300032
07-12-2017,15282,374765,947623,553656,1.5909E+12,1.30E+19,2.661,44119706899,14.868,10.03,9.474,140568,2882,871878,17.13,16.106,14266.09961,17899.69922,14057.29981,17899.69922,17899.69922,17950699520
08-12-2017,16326,384936,963467,545295,1.5909E+12,1.22E+19,3.464,31862381544,27.204,16.75,9.231,105625,2103,966052,17.035,24.76,17802.90039,18353.40039,14336.90039,16569.40039,16569.40039,21135998976
09-12-2017,15335,403225,972997,525520,1.5909E+12,1.30E+19,3.238,36561107236,21.567,14.408,8.276,110025,1327,984629,17.048,20.688,16523.30078,16783,13674.90039,15178.2002,15178.2002,13911300096
10-12-2017,14558,341256,970716,441242,1.5909E+12,1.37E+19,2.657,24677741737,19.542,12.419,8.78,84704,1041,961658,17.11,18.272,15168.40039,15850.59961,13226.59961,15455.40039,15455.40039,13433299968
11-12-2017,16561,368427,969819,519452,1.5909E+12,1.33E+19,3.259,37741444732,21.74,14.168,8.421,120727,1167,977830,17.157,18.458,15427.40039,17513.90039,15404.79981,16936.80078,16936.80078,12153900032
12-12-2017,16914,372821,968749,554166,1.5909E+12,1.31E+19,3.208,45651303065,24.405,14.824,9.231,149718,2096,972328,17.147,21.629,16919.80078,17781.80078,16571.59961,17415.40039,17415.40039,14603799552
13-12-2017,16746,424393,978753,615267,1.5909E+12,1.32E+19,3.726,46439629516,23.845,14.382,7.742,128844,2000,1090944,17.322,20.637,17500,17653.09961,16039.7002,16408.19922,16408.19922,12976900096
14-12-2017,16521,490459,969229,730199,1.5909E+12,1.49E+19,3.284,38101435466,21.714,14.183,7.784,99077,4766,1133157,17.3,21.805,16384.59961,17085.80078,16185.90039,16564,16564,13777399808
15-12-2017,17543,405507,970441,594965,1.5909E+12,1.42E+19,3.337,38247950307,25.642,16.419,8.521,119167,2889,1036971,17.374,21.917,16601.30078,18154.09961,16601.30078,17706.90039,17706.90039,14309999616
16-12-2017,18334,364051,971096,514084,1.5909E+12,1.32E+19,3.721,35354887769,26.893,16.427,8.421,118546,2083,949920,17.384,19.997,17760.30078,19716.69922,17515.30078,19497.40039,19497.40039,12740599808
17-12-2017,19401,391725,969545,538692,1.5909E+12,1.44E+19,3.839,37550856481,26.519,17.231,7.784,118209,2131,1012311,17.573,18.808,19475.80078,20089,18974.09961,19140.80078,19140.80078,13314599936
18-12-2017,18854,394057,968767,578169,1.71805E+12,1.53E+19,3.523,45706751753,28.091,16.587,7.912,143702,3131,1004904,17.628,20.521,19106.40039,19371,18355.90039,19114.19922,19114.19922,14839499776
19-12-2017,18319,378482,968040,593147,1.87311E+12,1.51E+19,2.925,27068310341,32.071,19.873,10.286,95987,5295,855045,17.586,27.471,19118.30078,19177.80078,17275.40039,17776.69922,17776.69922,16894499840
20-12-2017,16899,370141,973454,583767,1.87311E+12,1.35E+19,3.267,27745583070,41.619,27.119,10.588,101636,4755,918969,17.448,34.914,17760.30078,17934.69922,16077.7002,16624.59961,16624.59961,22149699584
21-12-2017,16311,335350,954314,575368,1.87311E+12,1.26E+19,3.605,20721733905,54.901,33.308,10.909,87035,4974,856302,17.42,40.631,16642.40039,17567.69922,15342.7002,15802.90039,15802.90039,16516599808
22-12-2017,14030,380493,976936,607897,1.87311E+12,1.30E+19,3.693,19070175373,55.16,31.708,9.29,70050,3814,959550,17.504,43.58,15898,15943.40039,11833,13831.79981,13831.79981,22197999616
23-12-2017,15086,308072,977629,473638,1.87311E+12,1.38E+19,3.061,19449595243,52.183,34.095,10.36,87141,2922,888892,17.513,38.026,13948.7002,15603.2002,13828.79981,14699.2002,14699.2002,13086000128
24-12-2017,13698,279371,976364,393496,1.87311E+12,1.37E+19,2.788,15321295395,43.204,26.779,9.474,69893,1524,925819,17.519,31.694,14608.2002,14626,12747.7002,13925.79981,13925.79981,11572299776
25-12-2017,13825,228791,970845,341208,1.87311E+12,1.34E+19,2.449,19386718609,41.658,24.886,10.667,109310,1948,758165,17.553,29.016,13995.90039,14593,13448.90039,14026.59961,14026.59961,10664699904
26-12-2017,15224,247298,971543,375072,1.87311E+12,1.28E+19,2.983,26944498756,44.669,23.33,10.141,134412,2808,753514,17.576,29.03,14036.59961,16461.19922,14028.90039,16099.79981,16099.79981,13454300160
27-12-2017,15712,307486,958074,501060,1.87311E+12,1.43E+19,3.006,27000422227,40.103,22.99,9.231,118631,3986,921366,17.597,28.708,16163.5,16930.90039,15114.29981,15838.5,15838.5,12487600128
28-12-2017,14342,304904,969909,498181,1.87311E+12,1.42E+19,2.665,20475474399,36.963,21.061,9.664,97156,3552,865808,17.626,29.683,15864.09961,15888.40039,13937.29981,14606.5,14606.5,12336499712
29-12-2017,14598,353659,973728,579572,1.87311E+12,1.43E+19,2.902,22079665058,32.435,18.485,8.727,95308,4195,959700,17.704,27.598,14695.79981,15279,14307,14656.2002,14656.2002,13025500160
30-12-2017,13277,344260,958150,584815,1.87311E+12,1.43E+19,2.413,19150513810,30.028,16.035,9.796,86475,4447,874666,17.672,29.913,14681.90039,14681.90039,12350.09961,12952.2002,12952.2002,14452599808
31-12-2017,13402,290259,960776,425658,1.87311E+12,1.52E+19,2.281,14840771531,25.17,15.291,8.834,75541,2182,847972,17.945,21.117,12897.7002,14377.40039,12755.59961,14156.40039,14156.40039,12136299520
01-01-2018,13523,241601,966169,356264,1.92258E+12,1.50E+19,2.174,13816700887,26.274,14.625,9.231,94104,2104,842391,18.038,19.412,14112.2002,14112.2002,13154.7002,13657.2002,13657.2002,10291200000
02-01-2018,13924,340809,968332,527209,1.93114E+12,1.60E+19,2.431,21724537648,26.522,12.574,8.421,103561,3921,982159,18.05,23.304,13625,15444.59961,13163.59961,14982.09961,14982.09961,16846600192
03-01-2018,15027,395806,975882,583433,1.93114E+12,1.49E+19,2.737,21194139359,28.461,15.529,9.172,106867,4847,953442,18.092,27.649,14978.2002,15572.79981,14844.5,15201,15201,16871900160
04-01-2018,14883,424840,975713,653949,1.93114E+12,1.64E+19,2.606,21932336721,27.264,15.519,8.571,95838,5033,1071574,18.021,27.047,15270.7002,15739.7002,14522.2002,15599.2002,15599.2002,21783199744
05-01-2018,15881,342564,974894,563214,1.93114E+12,1.50E+19,2.631,26876803227,32.515,17.298,10.07,135345,4727,951484,17.964,28.188,15477.2002,17705.19922,15202.79981,17429.5,17429.5,23840899072
06-01-2018,16784,358679,971532,550609,1.93114E+12,1.49E+19,3.139,31755346161,32.498,17.516,8.571,139330,2963,1043134,17.931,24.861,17462.09961,17712.40039,16764.59961,17527,17527,18314600448
07-01-2018,16733,368025,973489,596370,1.93114E+12,1.58E+19,2.865,36797046211,31.195,19.153,8.889,125268,5417,994708,17.959,25.316,17527.30078,17579.59961,16087.7002,16477.59961,16477.59961,15866000384
08-01-2018,15476,345506,955491,582236,1.93114E+12,1.56E+19,2.754,27348517222,31.109,17.684,8.675,112823,3739,1022976,18.088,25.086,16476.19922,16537.90039,14208.2002,15170.09961,15170.09961,18413899776
09-01-2018,15041,360101,971298,619186,1.93114E+12,1.59E+19,2.653,23869565227,31.427,18.026,8.78,93725,4131,985166,18.11,26.858,15123.7002,15497.5,14424,14595.40039,14595.40039,16659999744
10-01-2018,14328,347227,970310,591685,1.93114E+12,1.65E+19,2.427,21544653609,29.724,16.449,8.675,89169,4016,989424,18.053,25.778,14588.5,14973.29981,13691.2002,14973.29981,14973.29981,18500800512
11-01-2018,13863,337766,957442,560733,1.93114E+12,1.69E+19,2.554,17714274718,28.626,15.932,7.461,76180,3252,1077376,18.095,22.436,14968.2002,15018.79981,13105.90039,13405.79981,13405.79981,16534099968
12-01-2018,13850,299913,979452,501201,1.93114E+12,1.78E+19,2.217,17255390265,28.751,15.923,8.09,82955,3225,984432,18.147,21.874,13453.90039,14229.90039,13158.09961,13980.59961,13980.59961,12065699840
13-01-2018,14363,265586,947784,445886,2.13425E+12,1.79E+19,1.921,13351548532,28.579,16.543,9.664,73722,3769,834309,18.171,22.112,13952.40039,14659.5,13952.40039,14360.2002,14360.2002,12763599872
14-01-2018,13821,234890,972098,379898,2.22785E+12,1.68E+19,2.003,12021433951,28.909,14.335,9.29,74564,2761,813222,18.186,20.24,14370.79981,14511.79981,13268,13772,13772,11084099584
15-01-2018,13932,273473,968469,452141,2.22785E+12,1.62E+19,2.053,13554910365,25.987,13.139,9.6,76208,2885,813490,18.231,21.397,13767.29981,14445.5,13641.7002,13819.79981,13819.79981,12750799872
16-01-2018,12255,303566,964211,529807,2.22785E+12,1.70E+19,1.867,25322047039,24.48,12.664,9.057,116560,2746,874574,18.281,23.387,13836.09961,13843.09961,10194.90039,11490.5,11490.5,18853799936
17-01-2018,10747,315604,961005,556406,2.22785E+12,1.94E+19,1.529,16916595806,22.989,12.331,8.623,84022,2530,957141,18.269,24.447,11431.09961,11678,9402.290039,11188.59961,11188.59961,18830600192
18-01-2018,11561,309322,965294,534393,2.22785E+12,1.86E+19,1.748,15946638597,24.552,13.174,8.324,80527,2665,931879,18.292,23.309,11198.79981,12107.29981,10942.5,11474.90039,11474.90039,15020399616
19-01-2018,11560,243454,965425,403514,2.22785E+12,1.72E+19,1.717,12069269316,23.337,11.901,8.727,92658,2140,858958,18.312,19.255,11429.79981,11992.79981,11172.09961,11607.40039,11607.40039,10740400128
20-01-2018,12544,240433,947155,365065,2.22785E+12,2.07E+19,1.607,11615203922,22.403,12.21,8.09,76074,1675,846869,18.477,16.187,11656.2002,13103,11656.2002,12899.2002,12899.2002,11801700352
21-01-2018,11984,215435,948330,337684,2.22785E+12,2.01E+19,1.6,8649199723,19.1,10.15,7.701,61533,1186,864703,18.63,12.818,12889.2002,12895.90039,11288.2002,11600.09961,11600.09961,9935179776
22-01-2018,11217,245395,970602,393434,2.22785E+12,1.96E+19,1.373,11702117541,14.38,7.126,8.623,69635,1588,809424,18.683,13.105,11633.09961,11966.40039,10240.2002,10931.40039,10931.40039,10537400320
23-01-2018,10800,271759,973223,358396,2.22785E+12,2.01E+19,1.345,11908509067,11.364,5.142,8.136,61095,888.717,784072,18.684,11.452,10944.5,11377.59961,10129.7002,10868.40039,10868.40039,9660609536
24-01-2018,11094,250247,966769,380485,2.22785E+12,1.87E+19,1.474,12306542146,12.569,5.85,8.182,66525,1582,848037,18.637,11.422,10903.40039,11501.40039,10639.79981,11359.40039,11359.40039,9940989952
25-01-2018,11384,236422,953261,352841,2.46059E+12,2.13E+19,1.174,9852689149,10.635,5.687,9.114,65271,1411,750794,18.625,10.064,11421.7002,11785.7002,11057.40039,11259.40039,11259.40039,8873169920
26-01-2018,11085,220304,960456,341660,2.60308E+12,1.94E+19,1.227,11712243694,10.523,5.544,9.29,85553,1307,723781,18.588,9.749,11256,11656.7002,10470.29981,11171.40039,11171.40039,9746199552
27-01-2018,11294,193421,939838,289097,2.60308E+12,2.06E+19,1.166,7246518193,9.824,5.114,9.172,79489,1080,778222,18.398,7.902,11174.90039,11614.90039,10989.2002,11440.7002,11440.7002,7583269888
28-01-2018,11710,213288,935922,322498,2.60308E+12,1.90E+19,1.316,11335689458,8.529,5.036,9.114,171670,928.839,641321,18.397,7.297,11475.29981,12040.29981,11475.29981,11786.29981,11786.29981,8350360064
29-01-2018,11372,232028,925391,350079,2.60308E+12,2.00E+19,1.136,9434363501,7.143,4.864,9.73,95042,1001,653494,18.239,7.307,11755.5,11875.59961,11179.2002,11296.40039,11296.40039,7107359744
30-01-2018,10781,236442,901063,363129,2.60308E+12,2.17E+19,1.115,8869246425,7.309,4.616,8.623,107502,1279,707495,18.183,7.136,11306.79981,11307.2002,10036.2002,10106.29981,10106.29981,8637859840
31-01-2018,10154,204159,944705,337571,2.60308E+12,1.81E+19,0.912,7824248447,8.068,3.786,12.308,88742,1751,579948,18.145,9.989,10108.2002,10381.59961,9777.419922,10221.09961,10221.09961,8041160192
01-02-2018,9755,257504,958674,403277,2.60308E+12,1.76E+19,1.226,10190875404,8.108,3.803,9,82912,1389,726833,18.196,9.672,10237.29981,10288.79981,8812.280273,9170.540039,9170.540039,9959400448
02-02-2018,8748,235750,941242,394122,2.60308E+12,2.18E+19,0.952,10139478866,10.181,3.921,8.571,54128,1757,763496,18.273,11.562,9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712
03-02-2018,9091,194733,916645,297108,2.60308E+12,2.11E+19,0.914,6421552427,6.859,3.709,9.114,42393,983.301,620918,18.314,6.929,8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080
04-02-2018,8826,173509,889806,268466,2.60308E+12,2.10E+19,0.981,5499166432,5.663,3.142,8.09,49344,968.684,595294,18.288,4.769,9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824
05-02-2018,7704,216178,899185,334825,2.60308E+12,2.45E+19,0.781,11558710245,6.193,2.559,7.784,65810,987.981,777110,18.367,6.995,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984
06-02-2018,6852,243950,961110,397735,2.60787E+12,2.32E+19,0.676,10063745538,4.614,2.191,8.471,53713,921.674,849088,18.421,7.18,7051.75,7850.700195,6048.259766,7754,7754,13999800320
07-02-2018,7933,213578,945530,326879,2.87467E+12,2.06E+19,0.727,7637070812,4.588,2.517,10.213,43026,931.117,694798,18.426,6.553,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000
08-02-2018,8256,173158,944714,264306,2.87467E+12,2.10E+19,0.677,8069714475,4.195,2.377,10.992,55780,717.741,651284,18.292,5.103,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464
09-02-2018,8300,177725,957285,305351,2.87467E+12,1.84E+19,0.803,7623426850,4.127,2.405,10.667,53355,847.748,689413,18.521,4.979,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224
10-02-2018,8691,181640,947466,287700,2.87467E+12,1.90E+19,0.858,11338600258,4.248,2.288,10.07,73500,838.92,593126,18.502,4.736,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256
11-02-2018,8234,147057,946795,248844,2.87467E+12,2.28E+19,0.704,9168379767,3.469,2.059,9.536,78200,543.462,730277,18.516,3.182,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824
12-02-2018,8662,186752,941726,294180,2.87467E+12,2.23E+19,0.834,11904575766,3.245,1.762,8.675,77583,751.385,781308,18.589,3.265,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808
13-02-2018,8657,182820,946217,282146,2.87467E+12,2.41E+19,0.761,8730307130,3.247,1.677,8.78,62204,826.634,729810,18.579,3.24,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872
14-02-2018,9055,196238,940502,305705,2.87467E+12,2.38E+19,0.875,10183960236,2.942,1.382,8.045,71740,796.19,815887,18.566,2.773,8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904
15-02-2018,9838,198052,945634,316003,2.87467E+12,2.11E+19,0.793,9504821410,3.183,1.693,10.992,70395,931.582,640344,18.591,3.768,9488.320313,10234.79981,9395.580078,10166.40039,10166.40039,9062540288
16-02-2018,10058,187581,896942,289858,2.87467E+12,2.13E+19,0.955,6895956106,3.124,1.217,9.172,59031,814.176,637546,18.532,2.885,10135.7002,10324.09961,9824.820313,10233.90039,10233.90039,7296159744
17-02-2018,10713,173640,912798,273456,2.87467E+12,2.33E+19,0.88,11961568262,3.001,1.103,9.664,90816,776.008,680664,18.529,2.547,10207.5,11139.5,10149.40039,11112.7002,11112.7002,8660880384
18-02-2018,10772,159333,917076,259007,2.87467E+12,2.20E+19,1.012,14201984108,3.014,1.077,8.889,110670,741.691,631438,18.499,2.156,11123.40039,11349.79981,10326,10551.79981,10551.79981,8744009728
19-02-2018,10902,187205,937515,295089,2.87467E+12,2.30E+19,0.986,15853557958,2.965,0.785,8.889,104096,764.86,688075,18.48,2.454,10552.59961,11273.79981,10513.2002,11225.29981,11225.29981,7652089856
20-02-2018,11551,198314,917160,308579,2.96785E+12,2.11E+19,0.993,11700671336,3.042,0.529,10.213,73752,980.863,610136,18.45,2.88,11231.79981,11958.5,11231.79981,11403.7002,11403.7002,9926540288
21-02-2018,10851,205032,905555,303520,3.00738E+12,2.48E+19,0.942,11755372348,2.153,0.204,8.521,70054,1085,615201,18.428,1.891,11372.2002,11418.5,10479.09961,10690.40039,10690.40039,9405339648
22-02-2018,10325,183086,840932,328402,3.00738E+12,2.43E+19,0.808,11686144951,2.121,0.205,9.664,84197,941.308,633718,18.432,1.981,10660.40039,11039.09961,9939.089844,10005,10005,8040079872
23-02-2018,10046,185045,921250,301173,3.00738E+12,2.20E+19,0.88,7487735687,4.015,0.675,9.73,54750,864.775,643584,18.672,3.847,9937.070313,10487.29981,9734.55957,10301.09961,10301.09961,7739500032
24-02-2018,9975,154389,965935,248715,3.00738E+12,2.10E+19,0.905,6058727701,6.209,2.378,9.931,48090,845.477,627718,18.872,5.04,10287.7002,10597.2002,9546.969727,9813.070313,9813.070313,6917929984
25-02-2018,9649,144698,660554,246087,3.00738E+12,2.43E+19,0.865,4357640468,2.763,1.344,8.421,40227,832.952,443104,18.877,1.904,9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904
26-02-2018,9939,186333,908912,302028,3.00738E+12,2.22E+19,0.81,6617903943,2.464,0.454,10.213,44990,841.119,517139,18.864,2.556,9669.429688,10475,9501.730469,10366.7002,10366.7002,7287690240
27-02-2018,10575,219464,916653,324196,3.00738E+12,2.36E+19,0.92,7330973672,2.436,0.473,9,45463,894.683,594737,18.891,2.467,10393.90039,10878.5,10246.09961,10725.59961,10725.59961,6966179840
28-02-2018,10607,189068,920691,291972,3.00738E+12,2.49E+19,0.847,9278704846,2.878,0.596,9.29,77481,815.604,680281,18.79,2.581,10687.2002,11089.79981,10393.09961,10397.90039,10397.90039,6936189952
01-03-2018,10666,233579,915244,324129,3.00738E+12,2.24E+19,1.005,10136769301,2.377,0.671,8.727,60302,900.775,692152,18.703,2.463,10385,11052.29981,10352.7002,10951,10951,7317279744
02-03-2018,11002,194917,748187,316427,3.00738E+12,2.42E+19,0.907,8029196101,2.371,0.601,9.231,54967,825.787,595877,18.723,2.111,10977.40039,11189,10850.09961,11086.40039,11086.40039,7620590080
03-03-2018,11365,176844,897100,254368,3.00738E+12,2.52E+19,1.031,6852743485,2.44,0.597,8,50607,561.935,754220,18.718,1.661,11101.90039,11528.2002,11002.40039,11489.7002,11489.7002,6690570240
04-03-2018,11271,160083,907250,235245,3.00738E+12,2.42E+19,0.877,5243388305,2.356,0.617,9.73,43800,571.312,651221,18.726,1.778,11497.40039,11512.59961,11136.09961,11512.59961,11512.59961,6084149760
05-03-2018,11537,201289,902413,295597,3.23358E+12,2.50E+19,0.88,8125876684,2.552,0.521,9.664,51625,782.433,661842,18.68,2.337,11532.40039,11704.09961,11443.90039,11573.29981,11573.29981,6468539904
06-03-2018,11051,205860,920991,294732,3.29061E+12,2.46E+19,0.894,7041966406,1.999,0.457,9.231,50330,653.922,706253,18.479,1.875,11500.09961,11500.09961,10694.29981,10779.90039,10779.90039,6832169984
07-03-2018,10428,213821,907635,302270,3.29061E+12,2.64E+19,0.789,6963478826,1.699,0.306,9.172,45321,625.032,771278,18.479,1.745,10803.90039,10929.5,9692.120117,9965.570313,9965.570313,8797910016
08-03-2018,9724,196260,911747,281091,3.29061E+12,2.54E+19,0.788,7145255424,1.765,0.265,8.889,50355,717.617,762458,18.467,1.731,9951.44043,10147.40039,9335.870117,9395.009766,9395.009766,7186089984
09-03-2018,8927,198034,903812,307386,3.29061E+12,2.59E+19,0.64,7215713903,1.571,0.2,9.863,54349,726.92,710720,18.409,1.875,9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464
10-03-2018,9252,156088,902103,224372,3.29061E+12,2.34E+19,0.708,4171819412,2.387,0.374,10.286,36997,603.469,636583,18.529,2.252,9350.589844,9531.320313,8828.469727,8866,8866,5386319872
11-03-2018,9065,150731,917527,216931,3.29061E+12,2.24E+19,0.789,4275935785,2.382,0.304,9.412,47040,541.044,684854,18.551,2.031,8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176
12-03-2018,9457,188233,834110,275081,3.29061E+12,2.69E+19,0.718,6382912960,1.681,0.214,8.944,51118,565.518,737014,18.546,1.637,9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808
13-03-2018,9170,195982,800702,272777,3.29061E+12,2.72E+19,0.687,5763756008,2.839,0.807,9.114,74875,647.564,640393,18.551,2.983,9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840
14-03-2018,8789,190898,642697,267448,3.29061E+12,2.44E+19,0.662,5976819161,1.705,0.443,10,47758,772.744,467570,18.551,2.018,9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016
15-03-2018,8124,206042,660821,292578,3.29061E+12,2.32E+19,0.642,6796887348,1.445,0.218,10,76767,750.151,494451,18.527,1.997,8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952
16-03-2018,8327,186823,584100,287609,3.29061E+12,2.44E+19,0.675,5026802553,1.322,0.207,9.231,46589,679.697,489203,18.562,1.499,8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840
17-03-2018,8099,154347,433442,225372,3.29061E+12,2.57E+19,0.594,3358978511,1.129,0.151,9.664,127447,574.212,367021,18.563,1.143,8321.910156,8346.530273,7812.819824,7916.879883,7916.879883,4426149888
18-03-2018,7696,164250,600309,245234,3.3817E+12,2.47E+19,0.596,3888451491,1.187,0.131,9.536,75838,767.289,438266,18.598,1.326,7890.52002,8245.509766,7397.990234,8223.679688,8223.679688,6639190016
19-03-2018,8360,191373,564826,273823,3.46254E+12,2.70E+19,0.609,5468177144,1.345,0.156,9.29,58157,645.288,483206,18.627,1.565,8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016
20-03-2018,8641,195041,672613,273697,3.46254E+12,2.41E+19,0.58,5122699450,1.39,0.251,11.339,49348,654.872,453198,18.639,1.94,8619.669922,9051.019531,8389.889648,8913.469727,8913.469727,6361789952
21-03-2018,9002,194694,575457,280585,3.46254E+12,2.45E+19,0.708,6112161109,1.434,0.205,9.474,42996,629.759,466555,18.659,1.608,8937.480469,9177.370117,8846.330078,8929.280273,8929.280273,6043129856
22-03-2018,8809,185044,685224,273747,3.46254E+12,2.49E+19,0.641,5126740198,1.32,0.183,10.07,52455,600.534,472231,18.658,1.529,8939.44043,9100.709961,8564.900391,8728.469727,8728.469727,5530390016
23-03-2018,8549,179685,684516,280964,3.46254E+12,2.27E+19,0.635,5087895281,1.249,0.178,10.827,46561,614.157,501861,18.706,1.556,8736.25,8879.620117,8360.620117,8879.620117,8879.620117,5954120192
24-03-2018,8881,156931,483981,231638,3.46254E+12,2.63E+19,0.665,4286879706,1.232,0.163,9.231,44331,575.69,410341,18.672,1.105,8901.950195,8996.179688,8665.700195,8668.120117,8668.120117,5664600064
25-03-2018,8559,135139,468670,205883,3.46254E+12,2.49E+19,0.588,5388802943,1.281,0.174,10.667,51497,541.385,347133,18.821,1.186,8612.80957,8682.009766,8449.099609,8495.780273,8495.780273,4569880064
26-03-2018,8236,187700,603813,272766,3.46254E+12,2.49E+19,0.628,6114350902,1.184,0.157,9.6,73572,627.224,474697,18.803,1.42,8498.469727,8530.080078,7921.430176,8209.400391,8209.400391,5921039872
27-03-2018,7983,186913,625408,271228,3.46254E+12,2.56E+19,0.601,5862627010,1.175,0.155,9.474,45746,537.295,503427,18.865,1.428,8200,8232.780273,7797.279785,7833.040039,7833.040039,5378250240
28-03-2018,7940,177386,603242,258297,3.46254E+12,2.57E+19,0.529,5381192498,1.078,0.16,10.667,52119,558.704,452296,18.877,1.409,7836.830078,8122.890137,7809.169922,7954.47998,7954.47998,4935289856
29-03-2018,7548,192259,564549,287598,3.46254E+12,2.44E+19,0.597,4772992117,1.068,0.146,9.474,33143,575.458,461083,18.888,1.413,7979.069824,7994.330078,7081.379883,7165.700195,7165.700195,6361229824
30-03-2018,6908,185778,524121,291035,3.46254E+12,2.78E+19,0.51,5500616730,0.958,0.129,8.889,47540,563.905,479054,18.942,1.257,7171.450195,7276.660156,6683.930176,6890.52002,6890.52002,6289509888
31-03-2018,7025,148489,555531,220797,3.46254E+12,2.46E+19,0.463,3468628764,0.95,0.127,11.25,42448,494.839,377428,18.926,1.24,6892.47998,7207.850098,6863.52002,6973.529785,6973.529785,4553269760
